replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,realized_available_n,realized_available_fraction,available_event_n,full_population_event_n,event_availability_ceiling,budget_available_top_fraction,budget_all_top_fraction,c00_capture,c10_capture,c01_capture,c11_capture,naive_top_fraction_effect,availability_effect_at_all_budget,capacity_effect_within_available_subset,availability_main_effect,capacity_main_effect,distortion_top_fraction_minus_fixed_budget,shapley_availability_effect,shapley_capacity_effect,interaction_effect,total_four_cell_effect,identity_error,factorial_identity_error,shapley_identity_error,naive_delta_true_positive_n,availability_delta_true_positive_n,capacity_delta_true_positive_n,availability_main_delta_true_positive_n,capacity_main_delta_true_positive_n,tp_interaction_n,tp_factorial_identity_error,tp_identity_error
30,0.9,higher_risk_less_available,-1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.1,90068,0.90068,8184,9985,0.8196294441662494,9007,10000,0.13980971457185778,0.15693540310465698,0.15363044566850276,0.17356034051076616,0.033750625938908374,0.0199298948422634,0.013820731096644973,0.017125688532799194,0.013820731096644973,0.013820731096644973,0.018527791687531298,0.015222834251377076,0.002804206309464208,0.033750625938908374,0.0,0.0,0.0,337,199,138,171,138,28,0,0
30,0.9,higher_risk_less_available,-1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.2,90068,0.90068,8184,9985,0.8196294441662494,18014,20000,0.24817225838758136,0.286229344016024,0.26930395593390083,0.3082623935903856,0.060090135202804235,0.03895843765648477,0.021131697546319467,0.03805708562844265,0.021131697546319467,0.021131697546319467,0.03850776164246371,0.021582373560340526,0.0009013520280421183,0.060090135202804235,0.0,0.0,0.0,600,389,211,380,211,9,0,0
30,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.05,90102,0.90102,8981,9985,0.8994491737606409,4505,5000,0.08452679018527792,0.085728592889334,0.09354031046569855,0.09323985978968452,0.008713069604406598,-0.0003004506760140302,0.009013520280420628,0.0012018027040560791,0.009013520280420628,0.009013520280420628,0.0004506760140210245,0.008262393590385574,-0.0015022533800701093,0.008713069604406598,0.0,0.0,0.0,87,-3,90,12,90,-15,0,0
30,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.1,90102,0.90102,8981,9985,0.8994491737606409,9010,10000,0.15763645468202303,0.15693540310465698,0.1700550826239359,0.17356034051076616,0.01592388582874313,0.0035052578868302597,0.012418627941912869,-0.000701051577366052,0.012418627941912869,0.012418627941912869,0.001402103154732104,0.014521782674011025,0.004206309464196312,0.01592388582874313,0.0,0.0,0.0,159,35,124,-7,124,42,0,0
30,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.2,90102,0.90102,8981,9985,0.8994491737606409,18020,20000,0.2790185277916875,0.286229344016024,0.3027541311967952,0.3082623935903856,0.029243865798698088,0.005508262393590424,0.023735603405107664,0.007210816224336503,0.023735603405107664,0.023735603405107664,0.006359539308963463,0.022884326489734624,-0.0017025538307460786,0.029243865798698088,0.0,0.0,0.0,292,55,237,72,237,-17,0,0
30,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.05,90034,0.90034,9547,9985,0.9561342013019529,4502,5000,0.08703054581872809,0.085728592889334,0.09594391587381072,0.09323985978968452,0.006209313970956434,-0.0027040560841262024,0.008913370055082637,-0.0013019529293940846,0.008913370055082637,0.008913370055082637,-0.0020030045067601435,0.008212318477716578,-0.0014021031547321178,0.006209313970956434,0.0,0.0,0.0,62,-27,89,-13,89,-14,0,0
30,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.1,90034,0.90034,9547,9985,0.9561342013019529,9003,10000,0.16064096144216325,0.156835252879319,0.1756634952428643,0.17356034051076616,0.01291937906860291,-0.002103154732098128,0.015022533800701038,-0.003805708562844262,0.015022533800701038,0.015022533800701038,-0.002954431647471195,0.015873810716074105,0.001702553830746134,0.01291937906860291,0.0,0.0,0.0,129,-21,150,-38,150,17,0,0
30,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.2,90034,0.90034,9547,9985,0.9561342013019529,18007,20000,0.2882323485227842,0.286229344016024,0.3129694541812719,0.3082623935903856,0.02003004506760142,-0.004707060590886325,0.024737105658487746,-0.0020030045067601643,0.024737105658487746,0.024737105658487746,-0.0033550325488232446,0.023385077616424665,-0.0027040560841261607,0.02003004506760142,0.0,0.0,0.0,200,-47,247,-20,247,-27,0,0
31,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.05,50053,0.50053,3304,9937,0.33249471671530645,2503,5000,0.05263157894736842,0.09922511824494314,0.08654523498037638,0.16856194022340748,0.11593036127603906,0.0820167052430311,0.03391365603300796,0.04659353929757472,0.03391365603300796,0.03391365603300796,0.06430512227030291,0.05162523900573615,0.035423165945456386,0.11593036127603906,0.0,0.0,0.0,1152,815,337,463,337,352,0,0
31,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.1,50053,0.50053,3304,9937,0.33249471671530645,5005,10000,0.0866458689745396,0.1686625742175707,0.1467243634899869,0.28016503975042767,0.19351917077588807,0.13344067626044076,0.060078494515447306,0.08201670524303109,0.060078494515447306,0.060078494515447306,0.10772869075173593,0.08579048002415214,0.05142397101740967,0.19351917077588807,0.0,0.0,0.0,1923,1326,597,815,597,511,0,0
31,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,50053,0.50053,3304,9937,0.33249471671530645,10011,20000,0.1467243634899869,0.28036630773875415,0.22542014692563148,0.4572808694777096,0.31055650598772266,0.2318607225520781,0.07869578343564457,0.13364194424876724,0.07869578343564457,0.07869578343564457,0.18275133340042266,0.1278051725873,0.09821877830331086,0.31055650598772266,0.0,0.0,0.0,3086,2304,782,1328,782,976,0,0
31,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,49986,0.49986,4952,9937,0.49833953909630674,2499,5000,0.08473382308543827,0.09912448425077991,0.13917681392774478,0.16856194022340748,0.08382811713796921,0.0293851262956627,0.05444299084230651,0.014390661165341642,0.05444299084230651,0.05444299084230651,0.02188789373050217,0.06194022340746704,0.014994465130321058,0.08382811713796921,0.0,0.0,0.0,833,292,541,143,541,149,0,0
31,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,49986,0.49986,4952,9937,0.49833953909630674,4999,10000,0.13917681392774478,0.16846130622924424,0.22431317298983597,0.28016503975042767,0.1409882258226829,0.0558518667605917,0.08513635906209119,0.02928449230149946,0.08513635906209119,0.08513635906209119,0.04256817953104558,0.09842004629163731,0.02656737445909224,0.1409882258226829,0.0,0.0,0.0,1401,555,846,291,846,264,0,0
31,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,49986,0.49986,4952,9937,0.49833953909630674,9997,20000,0.22431317298983597,0.28016503975042767,0.3476904498339539,0.4572808694777096,0.2329676964878736,0.10959041964375565,0.12337727684411795,0.0558518667605917,0.12337727684411795,0.12337727684411795,0.08272114320217368,0.1502465532856999,0.053738552883163954,0.2329676964878736,0.0,0.0,0.0,2315,1089,1226,555,1226,534,0,0
31,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,49969,0.49969,6604,9937,0.6645868974539599,2498,5000,0.10133843212237094,0.09902385025661668,0.16644862634597968,0.16856194022340748,0.06722350810103654,0.0021133138774278026,0.06511019422360874,-0.002314581865754256,0.06511019422360874,0.06511019422360874,-0.00010063399416322671,0.06732414209519977,0.004427895743182059,0.06722350810103654,0.0,0.0,0.0,668,21,647,-23,647,44,0,0
31,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,49969,0.49969,6604,9937,0.6645868974539599,4997,10000,0.16644862634597968,0.168360672235081,0.27915869980879543,0.28016503975042767,0.11371641340444799,0.0010063399416322394,0.11271007346281575,0.0019120458891013214,0.11271007346281575,0.11271007346281575,0.0014591929153667804,0.11225722048908121,-0.0009057059474690821,0.11371641340444799,0.0,0.0,0.0,1130,10,1120,19,1120,-9,0,0
31,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,49969,0.49969,6604,9937,0.6645868974539599,9994,20000,0.2787561638321425,0.28016503975042767,0.4391667505283285,0.4572808694777096,0.17852470564556705,0.018114118949381086,0.16041058669618596,0.0014088759182851462,0.16041058669618596,0.16041058669618596,0.009761497433833116,0.16876320821173393,0.01670524303109594,0.17852470564556705,0.0,0.0,0.0,1774,180,1594,14,1594,166,0,0
31,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,69873,0.69873,5301,9937,0.5334608030592735,3494,5000,0.08262050920801046,0.12730200261648386,0.11140183153869378,0.16856194022340748,0.08594143101539702,0.057160108684713704,0.028781322330683312,0.0446814934084734,0.028781322330683312,0.028781322330683312,0.05092080104659355,0.035020629968803466,0.012478615276240307,0.08594143101539702,0.0,0.0,0.0,854,568,286,444,286,124,0,0
31,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,69873,0.69873,5301,9937,0.5334608030592735,6987,10000,0.14159202978766228,0.21676562342759384,0.1836570393478917,0.28016503975042767,0.1385730099627654,0.09650800040253596,0.04206500956022943,0.07517359363993156,0.04206500956022943,0.04206500956022943,0.08584079702123376,0.05273221294153163,0.021334406762604397,0.1385730099627654,0.0,0.0,0.0,1377,959,418,747,418,212,0,0
31,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,69873,0.69873,5301,9937,0.5334608030592735,13975,20000,0.23377276844117942,0.3625842809701117,0.2947569689040958,0.4572808694777096,0.22350810103653015,0.16252390057361377,0.06098420046291639,0.12881151252893228,0.06098420046291639,0.06098420046291639,0.14566770655127304,0.07784039448525713,0.03371238804468149,0.22350810103653015,0.0,0.0,-1.3877787807814457e-17,2221,1615,606,1280,606,335,0,0
31,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,69969,0.69969,6902,9937,0.694575827714602,3498,5000,0.11925128308342559,0.12740263661064707,0.15386937707557613,0.16856194022340748,0.049310657139981895,0.01469256314783135,0.034618093992150545,0.008151353527221489,0.034618093992150545,0.034618093992150545,0.01142195833752642,0.037888698802455476,0.006541209620609861,0.049310657139981895,0.0,0.0,0.0,490,146,344,81,344,65,0,0
31,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,69969,0.69969,6902,9937,0.694575827714602,6997,10000,0.1956324846533159,0.21686625742175708,0.25671731911039547,0.28016503975042767,0.08453255509711177,0.0234477206400322,0.06108483445707957,0.021233772768441184,0.06108483445707957,0.06108483445707957,0.02234074670423669,0.06219180839287508,0.0022139478715910155,0.08453255509711177,0.0,0.0,0.0,840,233,607,211,607,22,0,0
31,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,69969,0.69969,6902,9937,0.694575827714602,13994,20000,0.3160913756667002,0.3628861829526014,0.39931568883969004,0.4572808694777096,0.14118949381100937,0.05796518063801953,0.08322431317298984,0.046794807285901185,0.08322431317298984,0.08322431317298984,0.05237999396196036,0.08880949984904901,0.011170373352118346,0.14118949381100937,0.0,0.0,0.0,1403,576,827,465,827,111,0,0
31,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,69858,0.69858,8179,9937,0.8230854382610446,3493,5000,0.12770453859313677,0.12730200261648386,0.16735433229344873,0.16856194022340748,0.04085740163027071,0.0012076079299587483,0.039649793700311964,-0.00040253597665290686,0.039649793700311964,0.039649793700311964,0.00040253597665292074,0.04045486565361779,0.0016101439066116552,0.04085740163027071,0.0,0.0,0.0,406,12,394,-4,394,16,0,0
31,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,69858,0.69858,8179,9937,0.8230854382610446,6986,10000,0.21455167555600282,0.21676562342759384,0.28086947770957027,0.28016503975042767,0.06561336419442484,-0.0007044379591426009,0.06631780215356745,0.0022139478715910155,0.06631780215356745,0.06631780215356745,0.0007547549562242073,0.06485860923820064,-0.0029183858307336163,0.06561336419442484,0.0,0.0,0.0,652,-7,659,22,659,-29,0,0
31,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,69858,0.69858,8179,9937,0.8230854382610446,13972,20000,0.35634497333199155,0.3625842809701117,0.44953205192714096,0.4572808694777096,0.10093589614571802,0.00774881755056861,0.09318707859514941,0.0062393076381201396,0.09318707859514941,0.09318707859514941,0.006994062594344375,0.09394183355137364,0.00150950991244847,0.10093589614571802,0.0,0.0,0.0,1003,77,926,62,926,15,0,0
31,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,89877,0.89877,8027,9937,0.8077890711482338,4494,5000,0.1317298983596659,0.1558820569588407,0.1431015397001107,0.16856194022340748,0.03683204186374159,0.02546040052329679,0.011371641340444799,0.0241521585991748,0.011371641340444799,0.011371641340444799,0.024806279561235794,0.012025762302505794,0.001308241924121989,0.03683204186374159,0.0,0.0,0.0,366,253,113,240,113,13,0,0
31,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,89877,0.89877,8027,9937,0.8077890711482338,8988,10000,0.22411190500150951,0.25983697292945557,0.2433329978866861,0.28016503975042767,0.056053134748918154,0.03683204186374156,0.019221092885176594,0.03572506792794605,0.019221092885176594,0.019221092885176594,0.036278554895843806,0.019774579853074348,0.0011069739357955077,0.056053134748918154,0.0,0.0,0.0,557,366,191,355,191,11,0,0
31,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,89877,0.89877,8027,9937,0.8077890711482338,17975,20000,0.36127603904598976,0.42819764516453657,0.3876421455167556,0.4572808694777096,0.09600483043171981,0.069638723960954,0.026366106470765815,0.0669216061185468,0.026366106470765815,0.026366106470765815,0.0682801650397504,0.02772466539196941,0.0027171178424071907,0.09600483043171981,0.0,0.0,0.0,954,692,262,665,262,27,0,0
31,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,89927,0.89927,8895,9937,0.8951393780819161,4496,5000,0.15336620710475998,0.15598269095300393,0.16463721445104157,0.16856194022340748,0.015195733118647498,0.003924725772365911,0.011271007346281586,0.00261648384824395,0.011271007346281586,0.011271007346281586,0.0032706048103049307,0.011925128308342567,0.0013082419241219612,0.015195733118647498,0.0,0.0,0.0,151,39,112,26,112,13,0,0
31,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,89927,0.89927,8895,9937,0.8951393780819161,8993,10000,0.2538995672738251,0.2599376069236188,0.27684411794304115,0.28016503975042767,0.026265472476602547,0.003320921807386523,0.022944550669216024,0.006038039649793658,0.022944550669216024,0.022944550669216024,0.004679480728590091,0.021585991748012456,-0.002717117842407135,0.026265472476602547,0.0,0.0,0.0,261,33,228,60,228,-27,0,0
31,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,89927,0.89927,8895,9937,0.8951393780819161,17985,20000,0.4122974740867465,0.42829827915869984,0.4407768944349401,0.4572808694777096,0.04498339539096308,0.01650397504276946,0.028479420348193618,0.01600080507195334,0.028479420348193618,0.028479420348193618,0.0162523900573614,0.028731005333601678,0.0005031699708161197,0.04498339539096308,0.0,0.0,0.0,447,164,283,159,283,5,0,0
31,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,89949,0.89949,9442,9937,0.9501861728892019,4497,5000,0.15537888698802454,0.15598269095300393,0.16856194022340748,0.16856194022340748,0.013183053235382935,0.0,0.013183053235382935,0.000603803964979388,0.013183053235382935,0.013183053235382935,0.000301901982489694,0.012881151252893241,-0.000603803964979388,0.013183053235382935,0.0,0.0,0.0,131,0,131,6,131,-6,0,0
31,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,89949,0.89949,9442,9937,0.9501861728892019,8995,10000,0.2588306329878233,0.26003824091778205,0.28086947770957027,0.28016503975042767,0.021334406762604397,-0.0007044379591426009,0.022038844721746997,0.001207607929958776,0.022038844721746997,0.022038844721746997,0.0002515849854080876,0.02108282177719631,-0.001912045889101377,0.021334406762604397,0.0,0.0,0.0,212,-7,219,12,219,-19,0,0
31,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,89949,0.89949,9442,9937,0.9501861728892019,17990,20000,0.42477608936298683,0.42829827915869984,0.45496628761195534,0.4572808694777096,0.03250478011472274,0.0023145818657542283,0.030190198248968514,0.0035221897957130044,0.030190198248968514,0.030190198248968514,0.0029183858307336163,0.029586394283989126,-0.001207607929958776,0.03250478011472274,0.0,0.0,0.0,323,23,300,35,300,-12,0,0
31,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.05,50053,0.50053,3304,9937,0.33249471671530645,2503,5000,0.03954915970614874,0.07899768541813425,0.07416725369829928,0.13716413404448022,0.09761497433833148,0.06299688034618094,0.034618093992150545,0.03944852571198551,0.034618093992150545,0.034618093992150545,0.05122270302908322,0.04639227130924826,0.023548354634195426,0.09761497433833148,0.0,0.0,0.0,970,626,344,392,344,234,0,0
31,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.1,50053,0.50053,3304,9937,0.33249471671530645,5005,10000,0.07426788769246251,0.13716413404448022,0.12589312669819866,0.2336721344470162,0.1594042467545537,0.10777900774881755,0.05162523900573615,0.06289624635201771,0.05162523900573615,0.05162523900573615,0.08533762705041763,0.07406661970413607,0.044882761396799836,0.1594042467545537,0.0,0.0,0.0,1584,1071,513,625,513,446,0,0
31,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.2,50053,0.50053,3304,9937,0.33249471671530645,10011,20000,0.12599376069236187,0.2339740364295059,0.2041863741571903,0.3965985709972829,0.270604810304921,0.19241219684009261,0.07819261346482842,0.10798027573714403,0.07819261346482842,0.07819261346482839,0.15019623628861833,0.12040857401630271,0.08443192110294859,0.270604810304921,-2.7755575615628914e-17,-2.7755575615628914e-17,-4.163336342344337e-17,2689,1912,777,1073,777,839,0,0
31,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.05,49986,0.49986,4952,9937,0.49833953909630674,2499,5000,0.07024252792593338,0.07869578343564457,0.11452148535775385,0.13716413404448022,0.06692160611854683,0.02264264868672637,0.04427895743182046,0.008453255509711183,0.04427895743182046,0.04427895743182046,0.015547952098218777,0.051373654020328056,0.014189393177015189,0.06692160611854683,0.0,0.0,0.0,665,225,440,84,440,141,0,0
31,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.1,49986,0.49986,4952,9937,0.49833953909630674,4999,10000,0.11442085136359062,0.13716413404448022,0.1981483345073966,0.2336721344470162,0.11925128308342559,0.0355237999396196,0.08372748314380599,0.022743282680889598,0.08372748314380599,0.08372748314380599,0.0291335413102546,0.09011774177317099,0.012780517258730001,0.11925128308342559,0.0,0.0,0.0,1185,353,832,226,832,127,0,0
31,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.2,49986,0.49986,4952,9937,0.49833953909630674,9997,20000,0.1981483345073966,0.2336721344470162,0.3178021535674751,0.3965985709972829,0.1984502364898863,0.07879641742980781,0.11965381906007849,0.0355237999396196,0.11965381906007849,0.11965381906007849,0.057160108684713704,0.14129012780517258,0.04327261749018821,0.1984502364898863,0.0,0.0,0.0,1972,783,1189,353,1189,430,0,0
31,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.05,49969,0.49969,6604,9937,0.6645868974539599,2498,5000,0.0806078293247459,0.07869578343564457,0.13867364395692866,0.13716413404448022,0.056556304719734316,-0.0015095099124484423,0.05806581463218276,-0.0019120458891013353,0.05806581463218276,0.05806581463218276,-0.0017107779007748888,0.058267082620509204,0.000402535976652893,0.056556304719734316,0.0,0.0,0.0,562,-15,577,-19,577,4,0,0
31,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.1,49969,0.49969,6604,9937,0.6645868974539599,4997,10000,0.13867364395692866,0.13716413404448022,0.23799939619603502,0.2336721344470162,0.09499849049008754,-0.004327261749018818,0.09932575223910636,-0.0015095099124484423,0.09932575223910636,0.09932575223910636,-0.0029183858307336302,0.09791687632082118,-0.0028177518365703758,0.09499849049008754,0.0,0.0,0.0,944,-43,987,-15,987,-28,0,0
31,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.2,49969,0.49969,6604,9937,0.6645868974539599,9994,20000,0.23769749421354533,0.2336721344470162,0.39871188487471065,0.3965985709972829,0.15890107678373758,-0.002113313877427747,0.16101439066116532,-0.004025359766529124,0.16101439066116532,0.16101439066116532,-0.0030693368219784356,0.161970413605716,0.001912045889101377,0.15890107678373758,0.0,0.0,0.0,1579,-21,1600,-40,1600,19,0,0
31,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,69873,0.69873,5301,9937,0.5334608030592735,3494,5000,0.06500956022944551,0.1036530139881252,0.0866458689745396,0.13716413404448022,0.0721545738150347,0.050518265069940615,0.02163630874509409,0.03864345375867968,0.02163630874509409,0.02163630874509409,0.04458085941431015,0.027573714400724557,0.011874811311260933,0.0721545738150347,0.0,0.0,0.0,717,502,215,384,215,118,0,0
31,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,69873,0.69873,5301,9937,0.5334608030592735,6987,10000,0.11371641340444802,0.17520378383818053,0.15608332494716715,0.2336721344470162,0.11995572104256819,0.07758880949984906,0.04236691154271913,0.06148737043373251,0.04236691154271913,0.04236691154271913,0.06953808996679078,0.0504176310757774,0.016101439066116552,0.11995572104256819,0.0,0.0,0.0,1192,771,421,611,421,160,0,0
31,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,69873,0.69873,5301,9937,0.5334608030592735,13975,20000,0.20066418436147732,0.29918486464727784,0.2596357049411291,0.3965985709972829,0.1959343866358056,0.13696286605615382,0.05897152057965177,0.09852068028580052,0.05897152057965177,0.05897152057965177,0.11774177317097717,0.07819261346482842,0.0384421857703533,0.1959343866358056,0.0,0.0,0.0,1947,1361,586,979,586,382,0,0
31,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.05,69969,0.69969,6902,9937,0.694575827714602,3498,5000,0.0969105363791889,0.10375364798228842,0.12448425077991346,0.13716413404448022,0.040253597665291324,0.01267988326456676,0.027573714400724564,0.006843111603099528,0.027573714400724564,0.027573714400724564,0.009761497433833144,0.03049210023145818,0.005836771661467233,0.040253597665291324,0.0,0.0,0.0,400,126,274,68,274,58,0,0
31,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.1,69969,0.69969,6902,9937,0.694575827714602,6997,10000,0.16222199859112407,0.17530441783234377,0.21233772768441178,0.2336721344470162,0.07145013585589213,0.021334406762604424,0.05011572909328771,0.013082419241219695,0.05011572909328771,0.05011572909328771,0.01720841300191206,0.05424172285398007,0.00825198752138473,0.07145013585589213,0.0,0.0,0.0,710,212,498,130,498,82,0,0
31,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,69969,0.69969,6902,9937,0.694575827714602,13994,20000,0.27603904598973533,0.29948676662976753,0.35382912347791085,0.3965985709972829,0.12055952500754757,0.04276944751937206,0.07779007748817551,0.0234477206400322,0.07779007748817551,0.07779007748817551,0.03310858407970213,0.08745094092784544,0.019321726879339862,0.12055952500754757,0.0,0.0,0.0,1198,425,773,233,773,192,0,0
31,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,69858,0.69858,8179,9937,0.8230854382610446,3493,5000,0.1047599879239207,0.10355237999396195,0.1374660360269699,0.13716413404448022,0.032404146120559515,-0.000301901982489694,0.03270604810304921,-0.0012076079299587483,0.03270604810304921,0.03270604810304921,-0.0007547549562242212,0.03315890107678374,0.0009057059474690543,0.032404146120559515,0.0,0.0,0.0,322,-3,325,-12,325,9,0,0
31,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,69858,0.69858,8179,9937,0.8230854382610446,6986,10000,0.17771963369226124,0.17520378383818053,0.2364898862835866,0.2336721344470162,0.05595250075475497,-0.0028177518365704035,0.05877025259132537,-0.0025158498540807095,0.05877025259132537,0.05877025259132537,-0.0026668008453255565,0.058619301600080526,-0.000301901982489694,0.05595250075475497,0.0,0.0,0.0,556,-28,584,-25,584,-3,0,0
31,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,69858,0.69858,8179,9937,0.8230854382610446,13972,20000,0.30321022441380696,0.29918486464727784,0.40062393076381203,0.3965985709972829,0.09338834658347595,-0.004025359766529124,0.09741370635000507,-0.004025359766529124,0.09741370635000507,0.09741370635000507,-0.004025359766529124,0.09741370635000507,0.0,0.09338834658347595,0.0,0.0,0.0,928,-40,968,-40,968,0,0,0
31,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,89877,0.89877,8027,9937,0.8077890711482338,4494,5000,0.10536379188890008,0.12820770856395292,0.11311260943946866,0.13716413404448022,0.03180034215558014,0.02405152460501156,0.007748817550568582,0.02284391667505284,0.007748817550568582,0.007748817550568582,0.0234477206400322,0.008352621515547942,0.0012076079299587206,0.03180034215558014,0.0,0.0,0.0,316,239,77,227,77,12,0,0
31,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,89877,0.89877,8027,9937,0.8077890711482338,8988,10000,0.1821475294354433,0.2148535775384925,0.19623628861829526,0.2336721344470162,0.05152460501157291,0.03743584582872095,0.014088759182851962,0.032706048103049196,0.014088759182851962,0.014088759182851962,0.03507094696588507,0.01645365804568784,0.004729797725671753,0.05152460501157291,0.0,0.0,0.0,512,372,140,325,140,47,0,0
31,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,89877,0.89877,8027,9937,0.8077890711482338,17975,20000,0.3143805977659253,0.3659052027774982,0.33823085438261047,0.3965985709972829,0.0822179732313576,0.05836771661467244,0.02385025661668516,0.05152460501157291,0.02385025661668516,0.02385025661668516,0.054946160813122674,0.027271812418234925,0.006843111603099528,0.0822179732313576,0.0,0.0,0.0,817,580,237,512,237,68,0,0
31,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,89927,0.89927,8895,9937,0.8951393780819161,4496,5000,0.1235785448324444,0.12830834255811613,0.13374257824293045,0.13716413404448022,0.013585589212035815,0.003421555801549764,0.01016403341048605,0.004729797725671725,0.01016403341048605,0.01016403341048605,0.004075676763610744,0.00950991244842507,-0.0013082419241219612,0.013585589212035815,0.0,0.0,0.0,135,34,101,47,101,-13,0,0
31,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,89927,0.89927,8895,9937,0.8951393780819161,8993,10000,0.21193519170775887,0.21495421153265573,0.22924423870383415,0.2336721344470162,0.02173694273925733,0.004427895743182059,0.017309046996075272,0.003019019824896857,0.017309046996075272,0.017309046996075272,0.003723457784039458,0.018013484955217873,0.0014088759182852018,0.02173694273925733,0.0,0.0,0.0,216,44,172,30,172,14,0,0
