availability_target_fraction,availability_relation,availability_slope,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,protocol,mean_delta_population_event_capture,sd_delta_population_event_capture,q025_delta_population_event_capture,q975_delta_population_event_capture,mean_delta_selected_n,sd_delta_selected_n,q025_delta_selected_n,q975_delta_selected_n,mean_delta_true_positive_n,sd_delta_true_positive_n,q025_delta_true_positive_n,q975_delta_true_positive_n,replicates
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,0.08572748167565786,0.002898310821268748,0.08049437177168373,0.09266049712165057,2998.68,13.39069479417357,2973.475,3021.525,855.86,29.88057711773467,794.425,918.675,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,0.05337402508288592,0.0031104843098126605,0.04795740509987253,0.06027275743256726,0.0,0.0,0.0,0.0,532.84,31.105139398011012,481.9,597.625,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,0.10314687912207826,0.0029226287564539447,0.09727308128892076,0.10902206274044453,4508.35,81.50941880258596,4352.85,4667.575,1029.77,30.675510911751243,973.475,1090.0,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,0.15110803992667787,0.004027150360081865,0.1431936217868432,0.15810811063663155,5997.43,26.7503440929441,5946.95,6043.0,1508.63,43.91604823898996,1426.975,1590.1499999999999,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,0.09519854493499931,0.00471311650776086,0.08708018470057044,0.10277577328201645,0.0,0.0,0.0,0.0,950.43,48.14734434708489,864.375,1026.05,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,0.17453241370695827,0.004138316832378438,0.16699526400125705,0.1821213172107031,8351.29,116.61429950261181,8124.475,8571.025,1742.48,45.52510241059266,1657.9,1820.575,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,0.04136095269273971,0.0016717896871663305,0.038222608730296065,0.044391021110107544,1499.87,7.94126799533534,1486.95,1518.0,412.93,17.154234980837174,380.9,443.04999999999995,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,0.0006813610850490353,0.0009879361134248665,-0.001047089821779834,0.002552851718546036,0.0,0.0,0.0,0.0,6.79,9.858898457123837,-10.525,25.52499999999999,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,0.00861873491399075,0.000878879797622139,0.006738173731550034,0.010794257900970338,304.95,19.222448471839513,270.475,343.19999999999993,86.04,8.766234578590097,67.475,108.52499999999999,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,0.06626689780176874,0.0022957633180389534,0.06194128427208519,0.07094109210994805,2999.62,15.786952802484677,2974.425,3036.0,661.53,22.372627124333082,622.0,704.675,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,0.001927696289399885,0.0016863898822792754,-0.0016853868094262147,0.004608480015834837,0.0,0.0,0.0,0.0,19.2,16.811491980971308,-17.05,46.0,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,0.018085652629008138,0.00123013943917071,0.01551201242215707,0.020505919012704227,788.29,30.09355614101001,734.475,851.525,180.55,12.265064948128817,156.475,203.0,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,0.10059408443772778,0.002748949043788795,0.09475757485357053,0.10480385221314718,5999.27,31.625924348690443,5947.85,6071.525,1004.25,27.80428533209014,952.85,1055.525,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,0.006549659495557385,0.0023453656439553832,0.0021153973592642496,0.01093869753439224,0.0,0.0,0.0,0.0,65.36,23.360814985091523,20.95,109.19999999999993,100
0.7,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,0.03775150526323436,0.0018400013592158307,0.034408795082607885,0.04111368729194463,2117.72,49.30344713090454,2005.225,2213.6749999999997,376.87,18.21513135008941,345.9,412.62499999999994,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,0.0330958203933852,0.0017061744473675028,0.03011252918956627,0.035796349926664896,1499.87,7.94126799533534,1486.95,1518.0,330.39,16.877990569275884,300.475,358.0,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,-0.0014616311509192581,0.0011464856849868021,-0.003932486555388784,0.0006072060155224018,0.0,0.0,0.0,0.0,-14.61,11.498699970435833,-39.15,6.099999999999966,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,0.009060759673975767,0.0010159431174363944,0.007185682012088268,0.011509388400339837,471.76,24.888892496392234,430.8,522.05,90.45,10.096879205822447,71.425,114.09999999999997,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,0.055229188155677796,0.0021751176593184434,0.05102951819177381,0.059281512057625795,2999.62,15.786952802484677,2974.425,3036.0,551.33,20.958378667340572,508.85,589.05,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,-0.002780576452209225,0.00170554898165895,-0.006264996049222732,0.0004076783996545809,0.0,0.0,0.0,0.0,-27.78,17.059361599480155,-62.525,4.049999999999983,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,0.01855823913047599,0.0012132446222787834,0.016335896561166355,0.02092386554533894,1142.07,31.245930644136394,1079.8,1196.1999999999998,185.26,11.97186938475594,164.475,209.52499999999998,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,0.08788368319907404,0.002622693540454441,0.08265170231365117,0.09291502176333635,5999.27,31.625924348690443,5947.85,6071.525,877.37,26.69417331345717,815.425,928.0,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,-0.0032397460528124982,0.002536042863924385,-0.00781861076801676,0.0011652969519058728,0.0,0.0,0.0,0.0,-32.36,25.365020055664107,-78.1,11.524999999999991,100
0.7,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,0.03772982352944754,0.0019083018446874405,0.033922197258003745,0.04158732361676174,2824.97,58.15521811445121,2722.0,2939.45,376.65,18.804885997360827,337.95,415.09999999999997,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,0.022498195433498798,0.0013839192405615873,0.020221012966483033,0.025233803210575674,1499.87,7.94126799533534,1486.95,1518.0,224.59,13.619723517269675,203.0,252.52499999999998,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,-0.0049462983245762565,0.0013333048424786522,-0.007472668404675802,-0.002765542111967584,0.0,0.0,0.0,0.0,-49.39,13.360498841470303,-74.575,-27.47500000000001,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,0.00921770498667652,0.0008682973751811424,0.007749669137606231,0.010902773699289362,784.49,31.123246370622468,716.425,835.0999999999999,92.01,8.533351088996678,77.0,108.0,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,0.0395802712726957,0.001804539656010847,0.03594431576025223,0.042955839370264946,2999.62,15.786952802484677,2974.425,3036.0,395.13,17.95823156126685,358.475,430.525,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,-0.009687910745679866,0.001880420679112507,-0.012900253426205485,-0.005483892094779423,0.0,0.0,0.0,0.0,-96.74,18.859726745880838,-129.0,-54.85000000000005,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,0.018510454171431438,0.0013885021781627868,0.015929014904309396,0.021080824247274185,1743.37,40.708536567837335,1667.125,1814.625,184.79,13.832544701872209,159.95,209.52499999999998,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,0.06709140086496282,0.0017890816204663036,0.06388603659675934,0.0704361209525369,5999.27,31.625924348690443,5947.85,6071.525,669.8,18.59673046098114,634.475,705.625,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,-0.017413078491670984,0.0031215108876791933,-0.023187725533269057,-0.012008934502457845,0.0,0.0,0.0,0.0,-173.81,31.014071423510753,-233.1,-119.95000000000002,100
0.7,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,0.03680349260410247,0.0018135364451994037,0.0333947779527345,0.03989273870816539,3908.1,72.95501588948044,3764.9,4034.35,367.42,18.25364499368703,333.9,397.525,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,0.05045043148800219,0.0018964791888684343,0.046802030456852786,0.0540837680693521,1499.25,6.830376300324924,1486.375,1511.0,503.66,19.175542082074607,461.475,540.5749999999999,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,0.013919762946434978,0.002418905739036405,0.009306823660209176,0.018239789571768156,0.0,0.0,0.0,0.0,138.97,24.219724410179623,92.9,183.14999999999995,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,0.05053831812096352,0.001994854147570446,0.04661684937890711,0.05457603876217033,1501.87,40.890752455336845,1415.85,1577.625,504.56,20.687340588051924,460.375,546.625,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,0.08473450526650143,0.0024089054831043432,0.08037873387964495,0.08959092589660941,2998.5,13.642254619787417,2972.75,3022.0,845.93,24.59664713949953,803.95,893.0999999999999,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,0.02783899820118718,0.003287104125352728,0.022555916584481472,0.0350272621604707,0.0,0.0,0.0,0.0,277.88,32.439307743364175,225.0,348.04999999999995,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,0.08491778642586459,0.002786008424589952,0.07962259550215975,0.08990789491747503,3007.49,63.07595149156021,2882.475,3126.3999999999996,847.8,29.46972423462165,791.375,900.0,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,0.13654634780340053,0.0030180883666951885,0.13181085367927847,0.1421527988227888,5997.03,27.210535318571598,5945.975,6044.525,1363.19,31.55168759193381,1305.425,1422.05,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,0.056197761017547594,0.004411025248341418,0.04828361017315649,0.06410270927800787,0.0,0.0,0.0,0.0,561.03,44.02856166653917,478.85,635.5749999999999,100
0.7,risk_independent,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,0.13676101320198603,0.003163322546377516,0.13129587917138302,0.1421065075155688,6011.79,78.29551569392576,5851.225,6156.2,1365.36,34.01708424015821,1297.425,1425.05,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,0.0406040636566828,0.0018503581503562384,0.0374942075381595,0.044030827064320724,1499.25,6.830376300324924,1486.375,1511.0,405.36,18.57636164918233,373.9,442.8249999999999,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,0.009461834908427306,0.0024073598292653022,0.005470060049509552,0.014225256554317074,0.0,0.0,0.0,0.0,94.44,23.992978770945268,54.425,141.77499999999992,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,0.040653998933826825,0.0020661774519356896,0.03738332042980393,0.04504980753448066,1502.72,48.32822961559607,1398.275,1598.7749999999999,405.88,21.124584748772715,371.95,449.7249999999999,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,0.07043191073828231,0.0023812343123514397,0.06600883538448916,0.07535307470393224,2998.5,13.642254619787417,2972.75,3022.0,703.13,23.819461951873883,659.375,750.3499999999999,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,0.019211167146023698,0.003059993918136244,0.012527699467263394,0.024936458250771256,0.0,0.0,0.0,0.0,191.77,30.45608031711941,125.475,246.67499999999995,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,0.07051530250153124,0.0024180341291760083,0.06591757019951845,0.07570199675291338,3003.9,54.60130978559974,2873.275,3103.725,703.98,24.671981409417985,651.95,756.625,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,0.11834201170954063,0.002793808416639064,0.11328010576267236,0.12399827861207932,5997.03,27.210535318571598,5945.975,6044.525,1181.46,29.49282398595744,1121.475,1237.525,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,0.04032759209770341,0.004089143887189243,0.0330405478183861,0.04797392237060248,0.0,0.0,0.0,0.0,402.63,41.17164244251305,328.9,482.525,100
0.7,risk_independent,0.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,0.1185065263307247,0.0030442732591990217,0.11254115801644893,0.12421607235134631,6011.06,81.50761506222172,5845.7,6172.15,1183.12,32.47385272971335,1114.8,1242.975,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,0.029145716274083355,0.001385113633522241,0.026566933868066737,0.03219253811450683,1499.25,6.830376300324924,1486.375,1511.0,290.96,13.707566295202579,265.375,320.09999999999997,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,0.004489256446670317,0.0017650087964320956,0.000795986720137281,0.007992569424434846,0.0,0.0,0.0,0.0,44.8,17.586151576531098,7.8500000000000005,79.57499999999997,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,0.02929042603239573,0.001465710267818698,0.02684338973043449,0.03197620722829286,1506.26,44.93151241701984,1428.9,1584.05,292.41,14.623279489577671,267.425,318.525,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,0.0530676803561744,0.0019843544202671247,0.04931061217560173,0.05704981157774942,2998.5,13.642254619787417,2972.75,3022.0,529.79,20.05159758364818,491.475,566.0999999999999,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,0.009664962753925668,0.002723678125029841,0.0048879636933980095,0.014902758447233693,0.0,0.0,0.0,0.0,96.48,27.17265410873828,49.0,148.04999999999998,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,0.053201922483810275,0.0020898502101963728,0.0486722101255165,0.057426945812070536,3005.97,55.73031291656074,2886.025,3103.25,531.14,21.325292045083014,488.375,573.0999999999999,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,0.09458925822924716,0.00260550554407779,0.09053961620880346,0.09966565003782527,5997.03,27.210535318571598,5945.975,6044.525,944.35,27.978481991442184,895.0,1001.3,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,0.021344027576324275,0.0036679863680944445,0.014814804540576534,0.028836669295230866,0.0,0.0,0.0,0.0,213.13,36.89013308720801,145.375,289.67499999999995,100
0.7,risk_independent,0.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,0.09468798058471066,0.0027304879602542565,0.09018424065574436,0.1000826526005378,6002.0,86.39970538670309,5833.0,6153.825,945.35,29.585477941897526,888.95,1003.4499999999998,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,0.03571103032926772,0.002526511735652615,0.030234466023324108,0.04023938454615291,499.79,4.691051011869259,492.0,508.525,356.53,25.564122191742538,299.0,404.575,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,0.024344722891103853,0.002633530173084099,0.018946040145355638,0.029107345004343265,0.0,0.0,0.0,0.0,243.06,26.529503302070044,188.475,288.0,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,0.06408400348411802,0.002385878866729764,0.0597099746568672,0.06904179372988715,1690.37,42.61944711897695,1600.75,1766.05,639.82,25.44329405012669,587.325,691.3,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,0.05826702755588047,0.003001651932221297,0.05147856571834384,0.0635782713851576,999.56,9.44342002762674,983.0,1016.05,581.68,29.847044419943167,519.325,636.05,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,0.040210016889238656,0.003246030361941025,0.03399565062932652,0.0460469934593369,0.0,0.0,0.0,0.0,401.4,32.13073043651262,339.65,455.575,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,0.09321673314079439,0.002761565363627039,0.08778679317793159,0.09838218767778344,2835.73,53.63077192218751,2736.95,2928.05,930.67,30.061235483390874,870.475,987.675,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,0.0913784084414173,0.0036767615492429794,0.08419605057401122,0.09746821745957952,1999.11,18.76214488826053,1966.475,2032.1,912.29,37.88453883615693,833.225,979.5749999999999,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,0.06523368805567047,0.003971536179077049,0.05717016936559399,0.07224313450985062,0.0,0.0,0.0,0.0,651.26,40.02111059090306,569.325,721.5749999999999,100
0.9,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,0.12727979676563048,0.003102599675703433,0.1214623837709324,0.1334858108214476,4573.56,67.668431086117,4440.6,4689.625,1270.73,34.1523192344372,1199.475,1333.05,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,0.02961034944785186,0.002250550887140391,0.024869226481568057,0.03408280393386167,499.79,4.691051011869259,492.0,508.525,295.6,22.442294126415987,248.95,340.09999999999997,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,0.0202339571559498,0.002482588036519231,0.015567170379599642,0.024857986691792133,0.0,0.0,0.0,0.0,201.99,24.73597756019733,155.95,249.575,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,0.04637469610792591,0.002224925968915876,0.04262883954456093,0.051473523029313836,1358.06,40.43521317671597,1282.425,1428.525,463.01,23.134431464635547,420.75,512.525,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,0.04964560900404973,0.002679087619897568,0.044385421932233285,0.054173740575943624,999.56,9.44342002762674,983.0,1016.05,495.64,27.170066714171412,438.5,542.7249999999999,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,0.03388329807171618,0.0029844050495325593,0.027616204239880298,0.03946289849942894,0.0,0.0,0.0,0.0,338.27,29.886605560337426,272.8,392.09999999999997,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,0.07201734188538814,0.002532331935929954,0.06701381242300163,0.07772113563214543,2352.5,46.29952985340634,2260.0,2430.0,719.0,26.491469944077846,668.95,780.2499999999999,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,0.08068069366028642,0.0030762535670767937,0.07441305475675812,0.08554944313331532,1999.11,18.76214488826053,1966.475,2032.1,805.49,31.907535286837934,744.475,857.5749999999999,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,0.05570526328487405,0.0033910115964026727,0.0490278216859426,0.0612874474327847,0.0,0.0,0.0,0.0,556.14,34.356720484124246,493.475,613.525,100
0.9,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,0.10590143239205718,0.0030147722969651744,0.09998031013057995,0.11157883913813157,3947.32,60.00940667002874,3837.425,4047.1,1057.29,32.240665394040875,988.95,1117.35,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,0.020703725386917168,0.0014874767147724617,0.018313900560044814,0.023999206579277135,499.79,4.691051011869259,492.0,508.525,206.7,14.981807149157458,180.475,239.2999999999999,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,0.013301076836999555,0.001638760149334589,0.010834376253031528,0.017297455828301108,0.0,0.0,0.0,0.0,132.79,16.348660093985895,108.475,172.52499999999998,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,0.02794846819249616,0.0015288639815978326,0.025632661860403243,0.031141930048326376,980.72,29.898846300501464,932.0,1037.525,279.03,15.547551692673789,253.475,312.62499999999994,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,0.036831465843670086,0.0022412776157730535,0.03251259191856805,0.04133048060682872,999.56,9.44342002762674,983.0,1016.05,367.72,22.790694539126218,322.95,412.575,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,0.02341652975454313,0.002478337294124253,0.018727333390261107,0.028097500900024656,0.0,0.0,0.0,0.0,233.77,24.69157423867175,188.0,279.525,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,0.04716302725605244,0.0021392456882339947,0.04330534807633364,0.051379523870574574,1772.55,41.09053197735238,1688.325,1849.575,470.87,22.111131160845687,430.0,510.525,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,0.06366240651307971,0.0025502101817480535,0.05932234355008062,0.06848456230880141,1999.11,18.76214488826053,1966.475,2032.1,635.6,26.711326239910843,592.0,689.625,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,0.04084424540017386,0.003115077809299931,0.034307371857772384,0.04617727838640753,0.0,0.0,0.0,0.0,407.81,31.815660650476246,339.425,462.04999999999995,100
0.9,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,0.0770567075233666,0.0024780909334429758,0.07270295163660911,0.08288675007082859,3155.77,52.083432484754105,3063.325,3261.05,769.32,26.367978743739595,718.475,837.525,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,0.013312990266645197,0.0009798728410189334,0.011561336004188828,0.015257897914812068,500.22,4.757938608050739,492.0,508.525,132.92,9.983501541558605,115.0,153.0,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,0.00018942767898407986,0.0005662934871304937,-0.0008592086048666451,0.001165687102251756,0.0,0.0,0.0,0.0,1.89,5.649519511168247,-8.525,11.524999999999991,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,0.0019773797401808364,0.0004485309977215266,0.0010988640790251434,0.0028270393152154665,69.76,6.572240366446089,58.0,82.52499999999999,19.74,4.471277583904094,10.95,28.0,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,0.021128462254923625,0.0013887097689028168,0.018423928591256578,0.023964710979636324,1000.36,9.411490934818012,985.0,1017.05,210.92,13.747859337498197,184.9,238.52499999999998,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,0.0004061323907439618,0.0008743960595698855,-0.0011061774046848452,0.0020772984566231898,0.0,0.0,0.0,0.0,4.05,8.745994754310356,-11.1,21.049999999999983,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,0.004156781229643613,0.0006130861581807373,0.003077853192263613,0.005363193350556152,183.43,13.516361204185845,158.425,210.52499999999998,41.5,6.138963160572694,30.475,54.0,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,0.031572468934129565,0.001658877077510655,0.02842006833725483,0.03473257650269123,2000.8,18.774041825473983,1969.475,2034.625,315.2,16.702385966373097,282.325,344.0,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,0.001415969343713278,0.001097358145510809,-0.0007028297070780176,0.0035691107136325752,0.0,0.0,0.0,0.0,14.14,10.971975320070785,-7.05,35.574999999999974,100
0.9,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,0.008861498349482714,0.0009317252047016988,0.007150461543302534,0.010792550283890796,509.75,23.959719986222332,467.425,562.3499999999999,88.47,9.334907875844573,70.9,108.04999999999998,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,0.010809512876236469,0.0008709520030246308,0.009219664781498074,0.01241082552399712,500.22,4.757938608050739,492.0,508.525,107.91,8.678424425265828,91.95,123.52499999999999,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,-0.0004169503070291167,0.0005873728585059616,-0.0014645359440676972,0.0006560185943948596,0.0,0.0,0.0,0.0,-4.17,5.872474742045264,-14.525,6.5249999999999915,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,0.00212225638041348,0.0004900903594536464,0.0012009193730855912,0.0031017462328157236,114.6,10.687479694587598,95.475,136.04999999999998,21.19,4.908650373050467,12.0,31.0,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,0.017801893478653824,0.001179018053814284,0.01568817310579205,0.020100693490147658,1000.36,9.411490934818012,985.0,1017.05,177.7,11.497474470157314,156.0,200.14999999999995,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,-0.0007533134818053827,0.0009250690625571246,-0.002363462508770546,0.001003166700724243,0.0,0.0,0.0,0.0,-7.53,9.238101820857208,-24.05,10.0,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,0.004409298540788883,0.0006517128521029912,0.003107644584303159,0.0054736278728895115,284.23,16.457386048688157,256.475,316.67499999999995,44.02,6.5226567060554785,30.95,54.0,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,0.02797267314827788,0.001561635295782683,0.02467698519110503,0.031205902125745377,2000.8,18.774041825473983,1969.475,2034.625,279.25,15.472605312342042,244.85,311.09999999999997,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,-0.0012684600234467048,0.0011760569170102917,-0.003232756397323004,0.0010082452321086052,0.0,0.0,0.0,0.0,-12.67,11.744807578266451,-32.575,10.0,100
0.9,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,0.009102172556005312,0.0009382596706140521,0.007482345410869363,0.01120171112170067,726.14,27.834656110828472,672.9,785.525,90.87,9.390146350555378,74.475,111.52499999999999,100
