replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,realized_available_n,realized_available_fraction,full_population_event_n,available_event_n,event_availability_ceiling
32,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70000,0.7,9956,5351,0.5374648453194054
32,0.7,risk_independent,0.0,0.8472978603867887,69968,0.69968,9956,6900,0.6930494174367215
32,0.7,higher_risk_more_available,1.0,1.0184006519909872,70099,0.70099,9956,8248,0.8284451586982724
32,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90017,0.90017,9956,8150,0.8186018481317798
32,0.9,risk_independent,0.0,2.197224577337238,89992,0.89992,9956,8969,0.900863800723182
32,0.9,higher_risk_more_available,1.0,2.5642215001107616,89912,0.89912,9956,9492,0.9533949377259944
33,0.5,higher_risk_less_available,-1.0,0.0,50248,0.50248,10076,3386,0.33604605001984916
33,0.5,risk_independent,0.0,0.0,50161,0.50161,10076,5054,0.5015879317189361
33,0.5,higher_risk_more_available,1.0,0.0,50017,0.50017,10076,6692,0.6641524414450178
33,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70038,0.70038,10076,5470,0.5428741564112743
33,0.7,risk_independent,0.0,0.8472978603867887,70004,0.70004,10076,7004,0.6951171099642716
33,0.7,higher_risk_more_available,1.0,1.0184006519909872,70015,0.70015,10076,8284,0.8221516474791584
33,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90058,0.90058,10076,8234,0.8171893608574832
33,0.9,risk_independent,0.0,2.197224577337238,90184,0.90184,10076,9058,0.8989678443826915
33,0.9,higher_risk_more_available,1.0,2.5642215001107616,90088,0.90088,10076,9554,0.9481937276697102
34,0.5,higher_risk_less_available,-1.0,0.0,49923,0.49923,10098,3369,0.333630421865716
34,0.5,risk_independent,0.0,0.0,50156,0.50156,10098,5041,0.49920776391364624
34,0.5,higher_risk_more_available,1.0,0.0,50247,0.50247,10098,6740,0.6674589027530204
34,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69871,0.69871,10098,5435,0.5382253911665676
34,0.7,risk_independent,0.0,0.8472978603867887,69985,0.69985,10098,7037,0.6968706674589028
34,0.7,higher_risk_more_available,1.0,1.0184006519909872,70400,0.704,10098,8406,0.8324420677361853
34,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90168,0.90168,10098,8282,0.8201624083977025
34,0.9,risk_independent,0.0,2.197224577337238,90177,0.90177,10098,9116,0.9027530204000792
34,0.9,higher_risk_more_available,1.0,2.5642215001107616,90202,0.90202,10098,9632,0.953852247969895
35,0.5,higher_risk_less_available,-1.0,0.0,50111,0.50111,10019,3402,0.33955484579299333
35,0.5,risk_independent,0.0,0.0,50059,0.50059,10019,5015,0.5005489569817347
35,0.5,higher_risk_more_available,1.0,0.0,50226,0.50226,10019,6655,0.6642379478989919
35,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70122,0.70122,10019,5439,0.5428685497554646
35,0.7,risk_independent,0.0,0.8472978603867887,70048,0.70048,10019,6970,0.6956782113983432
35,0.7,higher_risk_more_available,1.0,1.0184006519909872,70113,0.70113,10019,8247,0.8231360415211099
35,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89861,0.89861,10019,8134,0.8118574708054697
35,0.9,risk_independent,0.0,2.197224577337238,89913,0.89913,10019,8978,0.8960974149116678
35,0.9,higher_risk_more_available,1.0,2.5642215001107616,89840,0.8984,10019,9512,0.9493961473200918
36,0.5,higher_risk_less_available,-1.0,0.0,50224,0.50224,9891,3257,0.32928925285613186
36,0.5,risk_independent,0.0,0.0,50033,0.50033,9891,4909,0.49630977656455366
36,0.5,higher_risk_more_available,1.0,0.0,50013,0.50013,9891,6591,0.6663633606308765
36,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69976,0.69976,9891,5375,0.5434233141239511
36,0.7,risk_independent,0.0,0.8472978603867887,70155,0.70155,9891,6931,0.7007380446870892
36,0.7,higher_risk_more_available,1.0,1.0184006519909872,70067,0.70067,9891,8173,0.8263067435041958
36,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89997,0.89997,9891,8133,0.8222626630269942
36,0.9,risk_independent,0.0,2.197224577337238,89910,0.8991,9891,8908,0.9006167222727732
36,0.9,higher_risk_more_available,1.0,2.5642215001107616,89817,0.89817,9891,9405,0.9508644222020018
37,0.5,higher_risk_less_available,-1.0,0.0,50177,0.50177,10132,3439,0.33941966048164235
37,0.5,risk_independent,0.0,0.0,50104,0.50104,10132,5088,0.5021713383339913
37,0.5,higher_risk_more_available,1.0,0.0,49720,0.4972,10132,6758,0.666995657323332
37,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70015,0.70015,10132,5562,0.5489538097118042
37,0.7,risk_independent,0.0,0.8472978603867887,70207,0.70207,10132,7106,0.7013422818791947
37,0.7,higher_risk_more_available,1.0,1.0184006519909872,69908,0.69908,10132,8399,0.8289577575996842
37,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89946,0.89946,10132,8345,0.8236281089617055
37,0.9,risk_independent,0.0,2.197224577337238,89875,0.89875,10132,9129,0.9010067114093959
37,0.9,higher_risk_more_available,1.0,2.5642215001107616,89910,0.8991,10132,9621,0.9495657323332017
38,0.5,higher_risk_less_available,-1.0,0.0,50172,0.50172,9933,3376,0.3398771770864794
38,0.5,risk_independent,0.0,0.0,50112,0.50112,9933,4999,0.503271921876573
38,0.5,higher_risk_more_available,1.0,0.0,49950,0.4995,9933,6637,0.6681767844558543
38,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70156,0.70156,9933,5471,0.5507902949763415
38,0.7,risk_independent,0.0,0.8472978603867887,70190,0.7019,9933,7007,0.7054263565891473
38,0.7,higher_risk_more_available,1.0,1.0184006519909872,70106,0.70106,9933,8252,0.8307661330917144
38,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90112,0.90112,9933,8145,0.8199939595288432
38,0.9,risk_independent,0.0,2.197224577337238,90119,0.90119,9933,9006,0.906674720628209
38,0.9,higher_risk_more_available,1.0,2.5642215001107616,90139,0.90139,9933,9484,0.9547971408436525
39,0.5,higher_risk_less_available,-1.0,0.0,50255,0.50255,9962,3342,0.3354748042561735
39,0.5,risk_independent,0.0,0.0,50229,0.50229,9962,4994,0.5013049588436057
39,0.5,higher_risk_more_available,1.0,0.0,50079,0.50079,9962,6682,0.6707488456133307
39,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70002,0.70002,9962,5465,0.5485846215619353
39,0.7,risk_independent,0.0,0.8472978603867887,70150,0.7015,9962,7011,0.7037743425015057
39,0.7,higher_risk_more_available,1.0,1.0184006519909872,70245,0.70245,9962,8296,0.8327645051194539
39,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90094,0.90094,9962,8174,0.820517968279462
39,0.9,risk_independent,0.0,2.197224577337238,90053,0.90053,9962,9001,0.9035334270226862
39,0.9,higher_risk_more_available,1.0,2.5642215001107616,90071,0.90071,9962,9518,0.9554306364183899
40,0.5,higher_risk_less_available,-1.0,0.0,49833,0.49833,10056,3310,0.329156722354813
40,0.5,risk_independent,0.0,0.0,49822,0.49822,10056,4978,0.4950278440731901
40,0.5,higher_risk_more_available,1.0,0.0,50186,0.50186,10056,6705,0.6667661097852029
40,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69783,0.69783,10056,5376,0.5346062052505967
40,0.7,risk_independent,0.0,0.8472978603867887,70007,0.70007,10056,6971,0.6932179793158313
40,0.7,higher_risk_more_available,1.0,1.0184006519909872,70047,0.70047,10056,8322,0.8275656324582339
40,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89804,0.89804,10056,8177,0.8131463802704852
40,0.9,risk_independent,0.0,2.197224577337238,89844,0.89844,10056,9026,0.8975735879077168
40,0.9,higher_risk_more_available,1.0,2.5642215001107616,89748,0.89748,10056,9546,0.9492840095465394
41,0.5,higher_risk_less_available,-1.0,0.0,49745,0.49745,10025,3348,0.3339650872817955
41,0.5,risk_independent,0.0,0.0,49863,0.49863,10025,5048,0.5035411471321696
41,0.5,higher_risk_more_available,1.0,0.0,49942,0.49942,10025,6656,0.6639401496259352
41,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69885,0.69885,10025,5458,0.5444389027431421
41,0.7,risk_independent,0.0,0.8472978603867887,70084,0.70084,10025,7032,0.7014463840399002
41,0.7,higher_risk_more_available,1.0,1.0184006519909872,70092,0.70092,10025,8312,0.8291271820448878
41,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90059,0.90059,10025,8210,0.8189526184538654
41,0.9,risk_independent,0.0,2.197224577337238,90110,0.9011,10025,9025,0.9002493765586035
41,0.9,higher_risk_more_available,1.0,2.5642215001107616,90150,0.9015,10025,9552,0.9528179551122195
42,0.5,higher_risk_less_available,-1.0,0.0,50042,0.50042,10020,3317,0.3310379241516966
42,0.5,risk_independent,0.0,0.0,49810,0.4981,10020,4935,0.49251497005988026
42,0.5,higher_risk_more_available,1.0,0.0,49820,0.4982,10020,6641,0.6627744510978044
42,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70060,0.7006,10020,5382,0.537125748502994
42,0.7,risk_independent,0.0,0.8472978603867887,69997,0.69997,10020,6942,0.692814371257485
42,0.7,higher_risk_more_available,1.0,1.0184006519909872,69899,0.69899,10020,8286,0.8269461077844311
42,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89930,0.8993,10020,8120,0.810379241516966
42,0.9,risk_independent,0.0,2.197224577337238,90020,0.9002,10020,9003,0.8985029940119761
42,0.9,higher_risk_more_available,1.0,2.5642215001107616,90012,0.90012,10020,9550,0.9530938123752495
43,0.5,higher_risk_less_available,-1.0,0.0,49867,0.49867,9789,3267,0.3337419552558995
43,0.5,risk_independent,0.0,0.0,49739,0.49739,9789,4846,0.4950454591888855
43,0.5,higher_risk_more_available,1.0,0.0,49843,0.49843,9789,6498,0.6638063132087036
43,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69888,0.69888,9789,5294,0.5408111145162938
43,0.7,risk_independent,0.0,0.8472978603867887,69514,0.69514,9789,6788,0.6934314025947492
43,0.7,higher_risk_more_available,1.0,1.0184006519909872,69634,0.69634,9789,8082,0.8256205945448973
43,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89956,0.89956,9789,7969,0.8140770252324038
43,0.9,risk_independent,0.0,2.197224577337238,89799,0.89799,9789,8800,0.8989682296455205
43,0.9,higher_risk_more_available,1.0,2.5642215001107616,89747,0.89747,9789,9291,0.9491265706405149
44,0.5,higher_risk_less_available,-1.0,0.0,49874,0.49874,10120,3325,0.3285573122529644
44,0.5,risk_independent,0.0,0.0,49752,0.49752,10120,4893,0.483498023715415
44,0.5,higher_risk_more_available,1.0,0.0,49863,0.49863,10120,6640,0.6561264822134387
44,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69773,0.69773,10120,5392,0.532806324110672
44,0.7,risk_independent,0.0,0.8472978603867887,69884,0.69884,10120,7020,0.6936758893280632
44,0.7,higher_risk_more_available,1.0,1.0184006519909872,69955,0.69955,10120,8342,0.8243083003952569
44,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89872,0.89872,10120,8214,0.8116600790513834
44,0.9,risk_independent,0.0,2.197224577337238,89920,0.8992,10120,9100,0.8992094861660079
44,0.9,higher_risk_more_available,1.0,2.5642215001107616,89997,0.89997,10120,9633,0.9518774703557312
45,0.5,higher_risk_less_available,-1.0,0.0,50031,0.50031,10202,3365,0.32983728680650853
45,0.5,risk_independent,0.0,0.0,50009,0.50009,10202,5081,0.498039600078416
45,0.5,higher_risk_more_available,1.0,0.0,50059,0.50059,10202,6838,0.6702607331895707
45,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69931,0.69931,10202,5548,0.5438149382474025
45,0.7,risk_independent,0.0,0.8472978603867887,70002,0.70002,10202,7173,0.7030974318761027
45,0.7,higher_risk_more_available,1.0,1.0184006519909872,70093,0.70093,10202,8465,0.8297392668104293
45,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89904,0.89904,10202,8371,0.8205253871789845
45,0.9,risk_independent,0.0,2.197224577337238,90035,0.90035,10202,9227,0.9044305038227799
45,0.9,higher_risk_more_available,1.0,2.5642215001107616,90110,0.9011,10202,9730,0.9537345618506176
46,0.5,higher_risk_less_available,-1.0,0.0,50099,0.50099,10009,3337,0.33339994005395146
46,0.5,risk_independent,0.0,0.0,50255,0.50255,10009,4977,0.49725247277450296
46,0.5,higher_risk_more_available,1.0,0.0,50231,0.50231,10009,6668,0.6662004196223399
46,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69887,0.69887,10009,5415,0.5410130882206015
46,0.7,risk_independent,0.0,0.8472978603867887,70040,0.7004,10009,6970,0.6963732640623439
46,0.7,higher_risk_more_available,1.0,1.0184006519909872,70216,0.70216,10009,8288,0.8280547507243481
46,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89822,0.89822,10009,8152,0.8144669797182535
46,0.9,risk_independent,0.0,2.197224577337238,89934,0.89934,10009,9000,0.89919072834449
46,0.9,higher_risk_more_available,1.0,2.5642215001107616,89966,0.89966,10009,9528,0.9519432510740333
47,0.5,higher_risk_less_available,-1.0,0.0,50171,0.50171,9970,3263,0.32728184553660983
47,0.5,risk_independent,0.0,0.0,50112,0.50112,9970,5008,0.5023069207622869
47,0.5,higher_risk_more_available,1.0,0.0,49938,0.49938,9970,6595,0.6614844533600802
47,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70361,0.70361,9970,5459,0.5475426278836509
47,0.7,risk_independent,0.0,0.8472978603867887,70022,0.70022,9970,6963,0.69839518555667
47,0.7,higher_risk_more_available,1.0,1.0184006519909872,69849,0.69849,9970,8214,0.8238716148445336
47,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90077,0.90077,9970,8184,0.8208625877632899
47,0.9,risk_independent,0.0,2.197224577337238,89994,0.89994,9970,8963,0.8989969909729187
47,0.9,higher_risk_more_available,1.0,2.5642215001107616,90006,0.90006,9970,9449,0.9477432296890672
48,0.5,higher_risk_less_available,-1.0,0.0,49930,0.4993,10081,3382,0.33548259101279637
48,0.5,risk_independent,0.0,0.0,49915,0.49915,10081,5043,0.5002479912707073
48,0.5,higher_risk_more_available,1.0,0.0,49744,0.49744,10081,6761,0.6706675925007439
48,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69945,0.69945,10081,5469,0.5425057037992262
48,0.7,risk_independent,0.0,0.8472978603867887,69740,0.6974,10081,7068,0.7011209205435969
48,0.7,higher_risk_more_available,1.0,1.0184006519909872,69962,0.69962,10081,8430,0.8362265648249182
48,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90002,0.90002,10081,8194,0.8128161888701517
48,0.9,risk_independent,0.0,2.197224577337238,90086,0.90086,10081,9105,0.9031842079158814
48,0.9,higher_risk_more_available,1.0,2.5642215001107616,89981,0.89981,10081,9625,0.9547663922229938
49,0.5,higher_risk_less_available,-1.0,0.0,49974,0.49974,9943,3254,0.3272654128532636
49,0.5,risk_independent,0.0,0.0,49891,0.49891,9943,5002,0.5030674846625767
49,0.5,higher_risk_more_available,1.0,0.0,49999,0.49999,9943,6676,0.6714271346676054
49,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70081,0.70081,9943,5378,0.5408830332897516
49,0.7,risk_independent,0.0,0.8472978603867887,69876,0.69876,9943,6985,0.7025042743638741
49,0.7,higher_risk_more_available,1.0,1.0184006519909872,69882,0.69882,9943,8274,0.8321432163330986
49,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90188,0.90188,9943,8153,0.8199738509504174
49,0.9,risk_independent,0.0,2.197224577337238,90105,0.90105,9943,8934,0.8985215729659056
49,0.9,higher_risk_more_available,1.0,2.5642215001107616,89849,0.89849,9943,9437,0.9491099265815146
50,0.5,higher_risk_less_available,-1.0,0.0,50041,0.50041,9823,3201,0.3258678611422172
50,0.5,risk_independent,0.0,0.0,49783,0.49783,9823,4858,0.49455359869693577
50,0.5,higher_risk_more_available,1.0,0.0,49713,0.49713,9823,6521,0.6638501476127456
50,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69967,0.69967,9823,5306,0.540160846991754
50,0.7,risk_independent,0.0,0.8472978603867887,69778,0.69778,9823,6824,0.6946961213478571
50,0.7,higher_risk_more_available,1.0,1.0184006519909872,69727,0.69727,9823,8082,0.822762903390003
50,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90001,0.90001,9823,7963,0.8106484780616919
50,0.9,risk_independent,0.0,2.197224577337238,89950,0.8995,9823,8785,0.8943296345312023
50,0.9,higher_risk_more_available,1.0,2.5642215001107616,89921,0.89921,9823,9342,0.9510332892191795
51,0.5,higher_risk_less_available,-1.0,0.0,50305,0.50305,9939,3264,0.32840325988530034
51,0.5,risk_independent,0.0,0.0,50075,0.50075,9939,4916,0.4946171647046987
51,0.5,higher_risk_more_available,1.0,0.0,49826,0.49826,9939,6539,0.6579132709528122
51,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70290,0.7029,9939,5438,0.5471375389878257
51,0.7,risk_independent,0.0,0.8472978603867887,70049,0.70049,9939,6937,0.6979575410001007
51,0.7,higher_risk_more_available,1.0,1.0184006519909872,69902,0.69902,9939,8187,0.8237247207968609
51,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89949,0.89949,9939,8123,0.8172854411912668
51,0.9,risk_independent,0.0,2.197224577337238,89957,0.89957,9939,8893,0.8947580239460711
51,0.9,higher_risk_more_available,1.0,2.5642215001107616,89874,0.89874,9939,9419,0.9476808532045478
52,0.5,higher_risk_less_available,-1.0,0.0,49677,0.49677,9953,3327,0.3342710740480257
52,0.5,risk_independent,0.0,0.0,49673,0.49673,9953,4985,0.5008540138651663
52,0.5,higher_risk_more_available,1.0,0.0,49720,0.4972,9953,6647,0.6678388425600321
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69795,0.69795,9953,5357,0.53822967949362
52,0.7,risk_independent,0.0,0.8472978603867887,69795,0.69795,9953,6954,0.6986838139254496
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,69687,0.69687,9953,8230,0.8268863659198231
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89853,0.89853,9953,8073,0.8111122274691048
52,0.9,risk_independent,0.0,2.197224577337238,89783,0.89783,9953,8920,0.896212197327439
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,89868,0.89868,9953,9473,0.9517733346729629
53,0.5,higher_risk_less_available,-1.0,0.0,50021,0.50021,9982,3265,0.32708875976758167
53,0.5,risk_independent,0.0,0.0,50051,0.50051,9982,4994,0.5003005409737528
53,0.5,higher_risk_more_available,1.0,0.0,50106,0.50106,9982,6678,0.6690042075736325
53,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69927,0.69927,9982,5424,0.5433780805449809
53,0.7,risk_independent,0.0,0.8472978603867887,69950,0.6995,9982,7016,0.7028651572831096
53,0.7,higher_risk_more_available,1.0,1.0184006519909872,70069,0.70069,9982,8315,0.8329993989180525
53,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90020,0.9002,9982,8232,0.8246844319775596
53,0.9,risk_independent,0.0,2.197224577337238,90017,0.90017,9982,9018,0.9034261671007814
53,0.9,higher_risk_more_available,1.0,2.5642215001107616,90006,0.90006,9982,9510,0.9527148867962332
54,0.5,higher_risk_less_available,-1.0,0.0,49757,0.49757,10054,3323,0.33051521782375176
54,0.5,risk_independent,0.0,0.0,49823,0.49823,10054,5043,0.5015914064054108
54,0.5,higher_risk_more_available,1.0,0.0,49878,0.49878,10054,6660,0.6624229162522379
54,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69842,0.69842,10054,5438,0.5408792520389895
54,0.7,risk_independent,0.0,0.8472978603867887,69856,0.69856,10054,7022,0.6984284861746568
54,0.7,higher_risk_more_available,1.0,1.0184006519909872,69948,0.69948,10054,8280,0.8235528148000796
54,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89849,0.89849,10054,8231,0.818679132683509
54,0.9,risk_independent,0.0,2.197224577337238,89891,0.89891,10054,9048,0.8999403222597971
54,0.9,higher_risk_more_available,1.0,2.5642215001107616,89915,0.89915,10054,9573,0.9521583449373384
55,0.5,higher_risk_less_available,-1.0,0.0,49827,0.49827,9727,3210,0.33000925259586716
55,0.5,risk_independent,0.0,0.0,50017,0.50017,9727,4881,0.5017991158630616
55,0.5,higher_risk_more_available,1.0,0.0,49970,0.4997,9727,6539,0.6722524930605531
55,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69899,0.69899,9727,5267,0.5414824714711628
55,0.7,risk_independent,0.0,0.8472978603867887,69960,0.6996,9727,6815,0.700627120386553
55,0.7,higher_risk_more_available,1.0,1.0184006519909872,70070,0.7007,9727,8066,0.8292382029402694
55,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89970,0.8997,9727,7977,0.8200884136938419
55,0.9,risk_independent,0.0,2.197224577337238,89979,0.89979,9727,8750,0.8995579315307906
55,0.9,higher_risk_more_available,1.0,2.5642215001107616,89970,0.8997,9727,9258,0.9517836948699496
56,0.5,higher_risk_less_available,-1.0,0.0,49843,0.49843,10057,3377,0.33578601968777966
56,0.5,risk_independent,0.0,0.0,49852,0.49852,10057,5075,0.5046236452222332
56,0.5,higher_risk_more_available,1.0,0.0,50041,0.50041,10057,6764,0.672566371681416
56,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70017,0.70017,10057,5490,0.5458884359152829
56,0.7,risk_independent,0.0,0.8472978603867887,69983,0.69983,10057,7088,0.7047827383911703
56,0.7,higher_risk_more_available,1.0,1.0184006519909872,69883,0.69883,10057,8318,0.8270856120115343
56,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89944,0.89944,10057,8223,0.8176394551058964
56,0.9,risk_independent,0.0,2.197224577337238,90005,0.90005,10057,9072,0.9020582678731232
56,0.9,higher_risk_more_available,1.0,2.5642215001107616,90093,0.90093,10057,9622,0.9567465446952371
57,0.5,higher_risk_less_available,-1.0,0.0,50231,0.50231,9951,3350,0.3366495829564868
57,0.5,risk_independent,0.0,0.0,50145,0.50145,9951,4990,0.5014571399859311
57,0.5,higher_risk_more_available,1.0,0.0,50103,0.50103,9951,6718,0.6751080293437846
57,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70150,0.7015,9951,5412,0.5438649381971661
57,0.7,risk_independent,0.0,0.8472978603867887,70060,0.7006,9951,7015,0.7049542759521656
57,0.7,higher_risk_more_available,1.0,1.0184006519909872,69959,0.69959,9951,8289,0.8329816098884534
57,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90110,0.9011,9951,8172,0.8212239975881821
57,0.9,risk_independent,0.0,2.197224577337238,90132,0.90132,9951,9034,0.9078484574414631
57,0.9,higher_risk_more_available,1.0,2.5642215001107616,90053,0.90053,9951,9542,0.9588986031554617
58,0.5,higher_risk_less_available,-1.0,0.0,50079,0.50079,9879,3249,0.3288794412389918
58,0.5,risk_independent,0.0,0.0,50011,0.50011,9879,4960,0.5020751088166818
58,0.5,higher_risk_more_available,1.0,0.0,49918,0.49918,9879,6629,0.6710193339406822
58,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70167,0.70167,9879,5340,0.5405405405405406
58,0.7,risk_independent,0.0,0.8472978603867887,70035,0.70035,9879,6940,0.7025002530620508
58,0.7,higher_risk_more_available,1.0,1.0184006519909872,69870,0.6987,9879,8188,0.8288288288288288
58,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90141,0.90141,9879,8080,0.8178965482336269
58,0.9,risk_independent,0.0,2.197224577337238,90025,0.90025,9879,8880,0.898876404494382
58,0.9,higher_risk_more_available,1.0,2.5642215001107616,90022,0.90022,9879,9423,0.9538414819313695
59,0.5,higher_risk_less_available,-1.0,0.0,49985,0.49985,9969,3348,0.3358411074330424
59,0.5,risk_independent,0.0,0.0,49832,0.49832,9969,4877,0.48921657137125085
59,0.5,higher_risk_more_available,1.0,0.0,50115,0.50115,9969,6549,0.6569365031597953
59,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69991,0.69991,9969,5409,0.5425820042130605
59,0.7,risk_independent,0.0,0.8472978603867887,70102,0.70102,9969,6974,0.6995686628548501
59,0.7,higher_risk_more_available,1.0,1.0184006519909872,69969,0.69969,9969,8209,0.8234527033804795
59,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90078,0.90078,9969,8161,0.8186377771090381
59,0.9,risk_independent,0.0,2.197224577337238,89879,0.89879,9969,8955,0.898284682515799
59,0.9,higher_risk_more_available,1.0,2.5642215001107616,89875,0.89875,9969,9468,0.9497442070418297
60,0.5,higher_risk_less_available,-1.0,0.0,49879,0.49879,10021,3346,0.3338988124937631
60,0.5,risk_independent,0.0,0.0,49960,0.4996,10021,5069,0.5058377407444367
60,0.5,higher_risk_more_available,1.0,0.0,49746,0.49746,10021,6709,0.6694940624688155
60,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69690,0.6969,10021,5421,0.5409639756511326
60,0.7,risk_independent,0.0,0.8472978603867887,69817,0.69817,10021,7033,0.7018261650533879
60,0.7,higher_risk_more_available,1.0,1.0184006519909872,69641,0.69641,10021,8290,0.8272627482287197
60,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89853,0.89853,10021,8192,0.8174832851012873
60,0.9,risk_independent,0.0,2.197224577337238,89829,0.89829,10021,9030,0.9011076738848418
60,0.9,higher_risk_more_available,1.0,2.5642215001107616,89862,0.89862,10021,9529,0.9509031034826864
61,0.5,higher_risk_less_available,-1.0,0.0,50075,0.50075,9999,3342,0.33423342334233425
61,0.5,risk_independent,0.0,0.0,50054,0.50054,9999,5006,0.5006500650065007
61,0.5,higher_risk_more_available,1.0,0.0,50067,0.50067,9999,6684,0.6684668466846685
61,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70187,0.70187,9999,5431,0.5431543154315431
61,0.7,risk_independent,0.0,0.8472978603867887,70161,0.70161,9999,6974,0.6974697469746974
61,0.7,higher_risk_more_available,1.0,1.0184006519909872,70234,0.70234,9999,8296,0.8296829682968296
61,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90052,0.90052,9999,8100,0.8100810081008101
61,0.9,risk_independent,0.0,2.197224577337238,90091,0.90091,9999,8987,0.8987898789878987
61,0.9,higher_risk_more_available,1.0,2.5642215001107616,90049,0.90049,9999,9531,0.9531953195319532
62,0.5,higher_risk_less_available,-1.0,0.0,50067,0.50067,10019,3376,0.3369597764247929
62,0.5,risk_independent,0.0,0.0,50037,0.50037,10019,5060,0.5050404231959278
62,0.5,higher_risk_more_available,1.0,0.0,50022,0.50022,10019,6701,0.6688292244735004
62,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69886,0.69886,10019,5500,0.5489569817347041
62,0.7,risk_independent,0.0,0.8472978603867887,70165,0.70165,10019,7107,0.7093522307615531
62,0.7,higher_risk_more_available,1.0,1.0184006519909872,69984,0.69984,10019,8326,0.8310210599860266
62,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89950,0.8995,10019,8233,0.8217386964766943
62,0.9,risk_independent,0.0,2.197224577337238,89873,0.89873,10019,9045,0.9027847090527997
62,0.9,higher_risk_more_available,1.0,2.5642215001107616,89916,0.89916,10019,9549,0.9530891306517617
63,0.5,higher_risk_less_available,-1.0,0.0,49922,0.49922,10145,3428,0.3379004435682602
63,0.5,risk_independent,0.0,0.0,49957,0.49957,10145,5181,0.5106949236076885
63,0.5,higher_risk_more_available,1.0,0.0,50008,0.50008,10145,6779,0.6682109413504189
63,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70051,0.70051,10145,5625,0.5544603252833908
63,0.7,risk_independent,0.0,0.8472978603867887,70031,0.70031,10145,7149,0.7046821094135042
63,0.7,higher_risk_more_available,1.0,1.0184006519909872,69935,0.69935,10145,8443,0.8322326269098078
63,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90061,0.90061,10145,8349,0.8229669788072942
