replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,protocol,scenario,threshold,calibration_target_selected_n,full_population_n,full_population_event_n,eligible_n,eligible_event_n,eligible_fraction,selected_n,true_positive_n,precision,recall_among_eligible,population_event_capture,event_availability_ceiling
19,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,,,100000,9913,69994,6892,0.69994,20000,3476,0.1738,0.5043528728961114,0.35065066074851203,0.6952486633713306
19,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,1.1970597873299935,10000.0,100000,9913,69994,6892,0.69994,13915,2708,0.1946101329500539,0.3929193267556587,0.2731766367396348,0.6952486633713306
19,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,all_population,1.1970597873299935,10000.0,100000,9913,100000,9913,1.0,19872,3917,0.19711151368760063,0.39513769797235954,0.39513769797235954,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,,,100000,9913,70002,8229,0.70002,3500,1034,0.29542857142857143,0.1256531777858792,0.10430747503278523,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,5000,1362,0.2724,0.13739533945324323,0.13739533945324323,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,,,100000,9913,70002,8229,0.70002,5000,1370,0.274,0.16648438449386316,0.138202360536669,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,5000,1362,0.2724,0.13739533945324323,0.13739533945324323,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,2.317027136102836,2500.0,100000,9913,70002,8229,0.70002,4687,1304,0.2782163430765948,0.15846396889050918,0.13154443659840614,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,all_population,2.317027136102836,2500.0,100000,9913,100000,9913,1.0,5163,1407,0.2725159790819291,0.14193483304751336,0.14193483304751336,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,,,100000,9913,70002,8229,0.70002,7000,1808,0.2582857142857143,0.21971077895248511,0.1823867648542318,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,10000,2344,0.2344,0.2364571774437607,0.2364571774437607,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,,,100000,9913,70002,8229,0.70002,10000,2373,0.2373,0.2883703973751367,0.23938262887117925,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,10000,2344,0.2344,0.2364571774437607,0.2364571774437607,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,1.8088994151051874,5000.0,100000,9913,70002,8229,0.70002,8994,2178,0.24216144096064043,0.26467371491068176,0.21971148996267528,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,all_population,1.8088994151051874,5000.0,100000,9913,100000,9913,1.0,10135,2360,0.23285643808584114,0.23807121961061234,0.23807121961061234,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,,,100000,9913,70002,8229,0.70002,14000,3066,0.219,0.3725847612103536,0.3092908302229396,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,,,100000,9913,70002,8229,0.70002,20000,3938,0.1969,0.47855146433345486,0.39725612831635226,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,1.1970597873299935,10000.0,100000,9913,70002,8229,0.70002,17119,3536,0.20655412115193644,0.4296998420221169,0.3567033188742056,0.8301220619388682
19,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,all_population,1.1970597873299935,10000.0,100000,9913,100000,9913,1.0,19872,3917,0.19711151368760063,0.39513769797235954,0.39513769797235954,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,,,100000,9913,89889,8042,0.89889,4494,1051,0.23386737872719182,0.13068888336234769,0.10602239483506506,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,5000,1362,0.2724,0.13739533945324323,0.13739533945324323,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,,,100000,9913,89889,8042,0.89889,5000,1139,0.2278,0.14163143496642627,0.11489962675274891,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,5000,1362,0.2724,0.13739533945324323,0.13739533945324323,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,2.317027136102836,2500.0,100000,9913,89889,8042,0.89889,3752,895,0.23853944562899787,0.111290723700572,0.09028548370826188,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,all_population,2.317027136102836,2500.0,100000,9913,100000,9913,1.0,5163,1407,0.2725159790819291,0.14193483304751336,0.14193483304751336,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,,,100000,9913,89889,8042,0.89889,8989,1841,0.20480587384581156,0.2289231534444168,0.18571572682336326,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,10000,2344,0.2344,0.2364571774437607,0.2364571774437607,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,,,100000,9913,89889,8042,0.89889,10000,1998,0.1998,0.24844566028351156,0.20155351558559467,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,10000,2344,0.2344,0.2364571774437607,0.2364571774437607,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,1.8088994151051874,5000.0,100000,9913,89889,8042,0.89889,7743,1620,0.20922123208058893,0.20144242725690126,0.1634217693937254,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,all_population,1.8088994151051874,5000.0,100000,9913,100000,9913,1.0,10135,2360,0.23285643808584114,0.23807121961061234,0.23807121961061234,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,,,100000,9913,89889,8042,0.89889,17978,3062,0.17031927911892314,0.3807510569510072,0.3088873196812267,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,,,100000,9913,89889,8042,0.89889,20000,3323,0.16615,0.41320567023128574,0.3352163825279935,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,1.1970597873299935,10000.0,100000,9913,89889,8042,0.89889,15871,2811,0.1771154936676958,0.34953991544391944,0.28356703318874205,0.8112579441137899
19,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,all_population,1.1970597873299935,10000.0,100000,9913,100000,9913,1.0,19872,3917,0.19711151368760063,0.39513769797235954,0.39513769797235954,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,,,100000,9913,90024,8906,0.90024,4501,1214,0.26971784047989333,0.13631259824837189,0.12246544940986583,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,5000,1362,0.2724,0.13739533945324323,0.13739533945324323,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,,,100000,9913,90024,8906,0.90024,5000,1321,0.2642,0.14832697058163036,0.13325935640068598,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,5000,1362,0.2724,0.13739533945324323,0.13739533945324323,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,2.317027136102836,2500.0,100000,9913,90024,8906,0.90024,4660,1257,0.26974248927038624,0.14114080395239165,0.12680318773327953,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,all_population,2.317027136102836,2500.0,100000,9913,100000,9913,1.0,5163,1407,0.2725159790819291,0.14193483304751336,0.14193483304751336,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,,,100000,9913,90024,8906,0.90024,9002,2109,0.23428127082870473,0.23680664720413205,0.2127509331181277,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,10000,2344,0.2344,0.2364571774437607,0.2364571774437607,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,,,100000,9913,90024,8906,0.90024,10000,2291,0.2291,0.25724230855602964,0.23111066276606476,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,10000,2344,0.2344,0.2364571774437607,0.2364571774437607,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,1.8088994151051874,5000.0,100000,9913,90024,8906,0.90024,9120,2123,0.23278508771929823,0.23837862115427802,0.21416322001412286,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,all_population,1.8088994151051874,5000.0,100000,9913,100000,9913,1.0,10135,2360,0.23285643808584114,0.23807121961061234,0.23807121961061234,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,,,100000,9913,90024,8906,0.90024,18005,3521,0.1955567897806165,0.3953514484617112,0.3551901543427822,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,,,100000,9913,90024,8906,0.90024,20000,3782,0.1891,0.4246575342465753,0.38151921718954906,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,1.1970597873299935,10000.0,100000,9913,90024,8906,0.90024,17864,3502,0.19603672189879087,0.39321805524365594,0.3532734792696459,0.8984162211237768
19,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,all_population,1.1970597873299935,10000.0,100000,9913,100000,9913,1.0,19872,3917,0.19711151368760063,0.39513769797235954,0.39513769797235954,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,,,100000,9913,90111,9440,0.90111,4506,1262,0.2800710164225477,0.1336864406779661,0.12730757591042066,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,5000,1362,0.2724,0.13739533945324323,0.13739533945324323,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,,,100000,9913,90111,9440,0.90111,5000,1369,0.2738,0.14502118644067796,0.1381014829012408,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,5000,1362,0.2724,0.13739533945324323,0.13739533945324323,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,2.317027136102836,2500.0,100000,9913,90111,9440,0.90111,5059,1387,0.2741648547143704,0.14692796610169492,0.13991728033894885,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,all_population,2.317027136102836,2500.0,100000,9913,100000,9913,1.0,5163,1407,0.2725159790819291,0.14193483304751336,0.14193483304751336,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,,,100000,9913,90111,9440,0.90111,9011,2175,0.2413716568638331,0.23040254237288135,0.2194088570563906,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,10000,2344,0.2344,0.2364571774437607,0.2364571774437607,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,,,100000,9913,90111,9440,0.90111,10000,2346,0.2346,0.24851694915254238,0.23665893271461716,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,10000,2344,0.2344,0.2364571774437607,0.2364571774437607,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,1.8088994151051874,5000.0,100000,9913,90111,9440,0.90111,9863,2313,0.23451282571225793,0.24502118644067797,0.23332997074548573,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,all_population,1.8088994151051874,5000.0,100000,9913,100000,9913,1.0,10135,2360,0.23285643808584114,0.23807121961061234,0.23807121961061234,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,,,100000,9913,90111,9440,0.90111,18022,3662,0.2031960936633004,0.3879237288135593,0.369413900938162,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,,,100000,9913,90111,9440,0.90111,20000,3922,0.1961,0.41546610169491527,0.39564208614950064,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,20000,3932,0.1966,0.3966508625037829,0.3966508625037829,1.0
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,1.1970597873299935,10000.0,100000,9913,90111,9440,0.90111,19190,3821,0.19911412193850964,0.40476694915254235,0.3854534449712499,0.9522848784424494
19,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,all_population,1.1970597873299935,10000.0,100000,9913,100000,9913,1.0,19872,3917,0.19711151368760063,0.39513769797235954,0.39513769797235954,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,available_subset,,,100000,9913,50060,3276,0.5006,2503,303,0.12105473431881741,0.0924908424908425,0.030565923534752345,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,5000,1005,0.201,0.10138202360536669,0.10138202360536669,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,available_subset,,,100000,9913,50060,3276,0.5006,5000,550,0.11,0.16788766788766787,0.05548269948552406,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,5000,1005,0.201,0.10138202360536669,0.10138202360536669,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,available_subset,3.660235483805768,2500.0,100000,9913,50060,3276,0.5006,1612,193,0.11972704714640199,0.05891330891330891,0.019469383637647532,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,all_population,3.660235483805768,2500.0,100000,9913,100000,9913,1.0,5101,1021,0.20015683199372672,0.1029960657722183,0.1029960657722183,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,available_subset,,,100000,9913,50060,3276,0.5006,5006,551,0.11006791849780263,0.1681929181929182,0.055583577120952285,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,10000,1807,0.1807,0.1822858872188036,0.1822858872188036,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,available_subset,,,100000,9913,50060,3276,0.5006,10000,976,0.0976,0.2979242979242979,0.09845657217794815,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,10000,1807,0.1807,0.1822858872188036,0.1822858872188036,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,available_subset,2.8526069427129412,5000.0,100000,9913,50060,3276,0.5006,3437,396,0.11521675880128018,0.12087912087912088,0.03994754362957732,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,all_population,2.8526069427129412,5000.0,100000,9913,100000,9913,1.0,10044,1809,0.18010752688172044,0.18248764248966004,0.18248764248966004,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,available_subset,,,100000,9913,50060,3276,0.5006,10012,976,0.09748302037554935,0.2979242979242979,0.09845657217794815,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,20000,3128,0.1564,0.31554524361948955,0.31554524361948955,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,available_subset,,,100000,9913,50060,3276,0.5006,20000,1723,0.08615,0.525946275946276,0.17381216584283266,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,20000,3128,0.1564,0.31554524361948955,0.31554524361948955,1.0
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,available_subset,1.8792469718443918,10000.0,100000,9913,50060,3276,0.5006,7480,773,0.10334224598930482,0.23595848595848595,0.07797841218601836,0.33047513366286696
19,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,all_population,1.8792469718443918,10000.0,100000,9913,100000,9913,1.0,20032,3131,0.15629992012779553,0.31584787652577423,0.31584787652577423,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,available_subset,,,100000,9913,49847,4895,0.49847,2492,453,0.1817817014446228,0.09254341164453524,0.04569756884898618,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,5000,1005,0.201,0.10138202360536669,0.10138202360536669,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,available_subset,,,100000,9913,49847,4895,0.49847,5000,845,0.169,0.17262512768130744,0.0852416019368506,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,5000,1005,0.201,0.10138202360536669,0.10138202360536669,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,available_subset,3.660235483805768,2500.0,100000,9913,49847,4895,0.49847,2518,457,0.18149324861000793,0.0933605720122574,0.04610107939069908,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,all_population,3.660235483805768,2500.0,100000,9913,100000,9913,1.0,5101,1021,0.20015683199372672,0.1029960657722183,0.1029960657722183,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,available_subset,,,100000,9913,49847,4895,0.49847,4985,845,0.16950852557673018,0.17262512768130744,0.0852416019368506,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,10000,1807,0.1807,0.1822858872188036,0.1822858872188036,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,available_subset,,,100000,9913,49847,4895,0.49847,10000,1524,0.1524,0.311338100102145,0.15373751639261576,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,10000,1807,0.1807,0.1822858872188036,0.1822858872188036,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,available_subset,2.8526069427129412,5000.0,100000,9913,49847,4895,0.49847,5006,846,0.16899720335597282,0.172829417773238,0.08534247957227882,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,all_population,2.8526069427129412,5000.0,100000,9913,100000,9913,1.0,10044,1809,0.18010752688172044,0.18248764248966004,0.18248764248966004,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,available_subset,,,100000,9913,49847,4895,0.49847,9969,1521,0.15257297622630153,0.3107252298263534,0.15343488348633108,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,all_population,,,100000,9913,100000,9913,1.0,20000,3128,0.1564,0.31554524361948955,0.31554524361948955,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,available_subset,,,100000,9913,49847,4895,0.49847,20000,2622,0.1311,0.5356486210418795,0.26450116009280744,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,all_population,,,100000,9913,100000,9913,1.0,20000,3128,0.1564,0.31554524361948955,0.31554524361948955,1.0
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,available_subset,1.8792469718443918,10000.0,100000,9913,49847,4895,0.49847,10077,1535,0.15232708147266052,0.313585291113381,0.15484717038232623,0.49379602542116413
19,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,all_population,1.8792469718443918,10000.0,100000,9913,100000,9913,1.0,20032,3131,0.15629992012779553,0.31584787652577423,0.31584787652577423,1.0
