replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,protocol,from_scenario,to_scenario,from_eligible_n,to_eligible_n,from_selected_n,to_selected_n,delta_selected_n,from_true_positive_n,to_true_positive_n,delta_true_positive_n,from_population_event_capture,to_population_event_capture,delta_population_event_capture,threshold
16,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,available_subset,all_population,89905,100000,8990,10000,1010,1616,1801,185,0.16184276414621934,0.1803705558337506,0.01852779168753127,
16,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,available_subset,all_population,89905,100000,10000,10000,0,1775,1801,26,0.17776664997496244,0.1803705558337506,0.002603905858788169,
16,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,available_subset,all_population,89905,100000,8812,9799,987,1586,1770,184,0.15883825738607912,0.1772658988482724,0.018427641462193278,2.868498605108826
16,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,available_subset,all_population,89905,100000,17981,20000,2019,2838,3165,327,0.2842263395092639,0.3169754631947922,0.03274912368552829,
16,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,available_subset,all_population,89905,100000,20000,20000,0,3080,3165,85,0.3084626940410616,0.3169754631947922,0.008512769153730615,
16,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,available_subset,all_population,89905,100000,17847,19765,1918,2826,3143,317,0.28302453680520784,0.31477215823735605,0.03174762143214821,1.8774909169139369
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,available_subset,all_population,89861,100000,4493,5000,507,895,976,81,0.08963445167751627,0.09774661992989485,0.00811216825237858,
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,available_subset,all_population,89861,100000,5000,5000,0,993,976,-17,0.09944917376064095,0.09774661992989485,-0.0017025538307461063,
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,available_subset,all_population,89861,100000,4826,5045,219,954,984,30,0.09554331497245869,0.09854782173259889,0.003004506760140205,3.663646898852282
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,available_subset,all_population,89861,100000,8986,10000,1014,1655,1801,146,0.1657486229344016,0.1803705558337506,0.014621932899349016,
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,available_subset,all_population,89861,100000,10000,10000,0,1816,1801,-15,0.18187280921382074,0.1803705558337506,-0.0015022533800701232,
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,available_subset,all_population,89861,100000,9321,9799,478,1709,1770,61,0.17115673510265397,0.1772658988482724,0.006109163745618429,2.868498605108826
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,available_subset,all_population,89861,100000,17972,20000,2028,2937,3165,228,0.29414121181772657,0.3169754631947922,0.02283425137706563,
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,available_subset,all_population,89861,100000,20000,20000,0,3188,3165,-23,0.31927891837756633,0.3169754631947922,-0.002303455182774139,
16,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,available_subset,all_population,89861,100000,18654,19765,1111,3032,3143,111,0.30365548322483726,0.31477215823735605,0.011116675012518784,1.8774909169139369
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,49908,100000,2495,5000,2505,575,1737,1162,0.057345168046275055,0.17323227286326917,0.11588710481699412,
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,49908,100000,5000,5000,0,977,1737,760,0.0974369203151491,0.17323227286326917,0.07579535254812007,
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,49908,100000,782,4988,4206,230,1732,1502,0.022938067218510022,0.17273361922808417,0.14979555200957415,1.8378514358180937
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,49908,100000,4991,10000,5009,977,2881,1904,0.0974369203151491,0.2873242245935973,0.1898873042784482,
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,49908,100000,10000,10000,0,1516,2881,1365,0.15119178218809215,0.2873242245935973,0.13613244240550515,
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,49908,100000,1986,10253,8267,487,2926,2439,0.048568864067019046,0.2918121073102623,0.24324324324324326,1.4234920224923053
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,49908,100000,9982,20000,10018,1514,4635,3121,0.15099232073401814,0.46225191981649544,0.3112595990824773,
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,49908,100000,20000,20000,0,2344,4635,2291,0.23376882417472825,0.46225191981649544,0.2284830956417672,
17,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,49908,100000,4822,20198,15376,957,4668,3711,0.0954423057744091,0.4655430338087165,0.3701007280343074,0.9369674487466702
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,49898,100000,2495,5000,2505,874,1737,863,0.08716465543033809,0.17323227286326917,0.08606761743293108,
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,49898,100000,5000,5000,0,1457,1737,280,0.14530766929290914,0.17323227286326917,0.02792460357036003,
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,49898,100000,2486,4988,2502,869,1732,863,0.08666600179515309,0.17273361922808417,0.08606761743293108,1.8378514358180937
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,49898,100000,4990,10000,5010,1456,2881,1425,0.14520793856587214,0.2873242245935973,0.14211628602772516,
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,49898,100000,10000,10000,0,2364,2881,517,0.23576343871546823,0.2873242245935973,0.05156078587812907,
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,49898,100000,5066,10253,5187,1468,2926,1458,0.14640470729031616,0.2918121073102623,0.14540740001994615,1.4234920224923053
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,49898,100000,9980,20000,10020,2358,4635,2277,0.23516505435324622,0.46225191981649544,0.22708686546324922,
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,49898,100000,20000,20000,0,3504,4635,1131,0.34945646753764836,0.46225191981649544,0.11279545227884707,
17,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,49898,100000,10001,20198,10197,2364,4668,2304,0.23576343871546823,0.4655430338087165,0.22977959509324825,0.9369674487466702
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,49850,100000,2492,5000,2508,1008,1737,729,0.1005285728532961,0.17323227286326917,0.07270370000997307,
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,49850,100000,5000,5000,0,1729,1737,8,0.17243442704697318,0.17323227286326917,0.0007978458162959945,
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,49850,100000,4244,4988,744,1516,1732,216,0.15119178218809215,0.17273361922808417,0.021541837039992018,1.8378514358180937
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,49850,100000,4985,10000,5015,1728,2881,1153,0.17233469631993617,0.2873242245935973,0.11498952827366113,
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,49850,100000,10000,10000,0,2819,2881,62,0.2811409195173033,0.2873242245935973,0.006183305076293999,
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,49850,100000,8258,10253,1995,2453,2926,473,0.24463947342176123,0.2918121073102623,0.04717263388850107,1.4234920224923053
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,49850,100000,9970,20000,10030,2816,4635,1819,0.2808417273361923,0.46225191981649544,0.18141019248030316,
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,49850,100000,20000,20000,0,4427,4635,208,0.4415079285927994,0.46225191981649544,0.020743991223696023,
17,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,49850,100000,15289,20198,4909,3788,4668,880,0.37777999401615636,0.4655430338087165,0.08776303979256012,0.9369674487466702
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,69942,100000,3497,5000,1503,917,1737,820,0.0914530766929291,0.17323227286326917,0.08177919617034007,
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,69942,100000,5000,5000,0,1186,1737,551,0.11828064226588211,0.17323227286326917,0.05495163059738706,
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,69942,100000,1602,4988,3386,490,1732,1242,0.04886805624813005,0.17273361922808417,0.12386556297995412,1.8378514358180937
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,69942,100000,6994,10000,3006,1527,2881,1354,0.15228882018549916,0.2873242245935973,0.13503540440809814,
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,69942,100000,10000,10000,0,1967,2881,914,0.1961703400817792,0.2873242245935973,0.0911538845118181,
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,69942,100000,3900,10253,6353,985,2926,1941,0.09823476613144509,0.2918121073102623,0.1935773411788172,1.4234920224923053
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,69942,100000,13988,20000,6012,2425,4635,2210,0.24184701306472525,0.46225191981649544,0.22040490675177019,
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,69942,100000,20000,20000,0,3029,4635,1606,0.3020843721950733,0.46225191981649544,0.16016754762142216,
17,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,69942,100000,9046,20198,11152,1850,4668,2818,0.18450184501845018,0.4655430338087165,0.2810411887902663,0.9369674487466702
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,69900,100000,3495,5000,1505,1209,1737,528,0.12057444898773312,0.17323227286326917,0.05265782387553605,
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,69900,100000,5000,5000,0,1583,1737,154,0.15787374089957115,0.17323227286326917,0.015358531963698019,
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,69900,100000,3516,4988,1472,1215,1732,517,0.12117283334995513,0.17273361922808417,0.05156078587812904,1.8378514358180937
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,69900,100000,6990,10000,3010,2001,2881,880,0.1995611848010372,0.2873242245935973,0.08776303979256009,
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,69900,100000,10000,10000,0,2615,2881,266,0.26079585120175525,0.2873242245935973,0.026528373391842053,
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,69900,100000,7119,10253,3134,2027,2926,899,0.2021541837039992,0.2918121073102623,0.0896579236062631,1.4234920224923053
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,69900,100000,13980,20000,6020,3270,4635,1365,0.32611947741099034,0.46225191981649544,0.1361324424055051,
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,69900,100000,20000,20000,0,4050,4635,585,0.4039094444998504,0.46225191981649544,0.05834247531664505,
17,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,69900,100000,14080,20198,6118,3287,4668,1381,0.32781489977061934,0.4655430338087165,0.13772813403809714,0.9369674487466702
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,69987,100000,3499,5000,1501,1315,1737,422,0.13114590605365514,0.17323227286326917,0.04208636680961403,
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,69987,100000,5000,5000,0,1726,1737,11,0.17213523486586219,0.17323227286326917,0.0010970379974069855,
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,69987,100000,4701,4988,287,1648,1732,84,0.16435623815697617,0.17273361922808417,0.008377381071107998,1.8378514358180937
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,69987,100000,6999,10000,3001,2210,2881,671,0.2204049067517702,0.2873242245935973,0.06691931784182709,
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,69987,100000,10000,10000,0,2836,2881,45,0.2828363418769323,0.2873242245935973,0.004487882716665004,
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,69987,100000,9444,10253,809,2736,2926,190,0.2728632691732323,0.2918121073102623,0.018948838137030022,1.4234920224923053
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,69987,100000,13997,20000,6003,3622,4635,1013,0.3612246933280144,0.46225191981649544,0.10102722648848106,
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,69987,100000,20000,20000,0,4576,4635,59,0.45636780692131246,0.46225191981649544,0.00588411289518298,
17,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,69987,100000,18088,20198,2110,4302,4668,366,0.4290415877131744,0.4655430338087165,0.03650144609554207,0.9369674487466702
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,89868,100000,4493,5000,507,1371,1737,366,0.13673082676772713,0.17323227286326917,0.03650144609554204,
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,89868,100000,5000,5000,0,1480,1737,257,0.14760147601476015,0.17323227286326917,0.025630796848509024,
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,89868,100000,3307,4988,1681,1073,1732,659,0.1070110701107011,0.17273361922808417,0.06572254911738307,1.8378514358180937
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,89868,100000,8987,10000,1013,2271,2881,610,0.22648848110102723,0.2873242245935973,0.060835743492570066,
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,89868,100000,10000,10000,0,2471,2881,410,0.24643462650842723,0.2873242245935973,0.040889598085170065,
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,89868,100000,7305,10253,2948,1951,2926,975,0.1945746484491872,0.2918121073102623,0.0972374588610751,1.4234920224923053
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,89868,100000,17974,20000,2026,3707,4635,928,0.36970180512615936,0.46225191981649544,0.09255011469033608,
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,89868,100000,20000,20000,0,3949,4635,686,0.39383664106911337,0.46225191981649544,0.06841527874738207,
17,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,89868,100000,15506,20198,4692,3366,4668,1302,0.33569362720654233,0.4655430338087165,0.12984940660217414,0.9369674487466702
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,89952,100000,4498,5000,502,1552,1737,185,0.15478208836142415,0.17323227286326917,0.01845018450184502,
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,89952,100000,5000,5000,0,1678,1737,59,0.16734815996808616,0.17323227286326917,0.005884112895183008,
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,89952,100000,4480,4988,508,1546,1732,186,0.15418370399920214,0.17273361922808417,0.018549915228882025,1.8378514358180937
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,89952,100000,8995,10000,1005,2570,2881,311,0.25630796848509024,0.2873242245935973,0.031016256108507056,
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,89952,100000,10000,10000,0,2754,2881,127,0.2746584222598983,0.2873242245935973,0.012665802333699017,
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,89952,100000,9208,10253,1045,2610,2926,316,0.26029719756657027,0.2918121073102623,0.03151490974369203,1.4234920224923053
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,89952,100000,17990,20000,2010,4165,4635,470,0.41537847810910544,0.46225191981649544,0.046873441707389996,
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,89952,100000,20000,20000,0,4456,4635,179,0.44440011967687243,0.46225191981649544,0.01785180013962301,
17,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,89952,100000,18163,20198,2035,4195,4668,473,0.4183703999202154,0.4655430338087165,0.04717263388850107,0.9369674487466702
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,89978,100000,4499,5000,501,1598,1737,139,0.15936970180512616,0.17323227286326917,0.013862571058143008,
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,89978,100000,5000,5000,0,1736,1737,1,0.17313254213623216,0.17323227286326917,9.973072703700625e-05,
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,89978,100000,4920,4988,68,1713,1732,19,0.17083873541438116,0.17273361922808417,0.0018948838137030077,1.8378514358180937
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,89978,100000,8998,10000,1002,2677,2881,204,0.26697915627804925,0.2873242245935973,0.020345068315548054,
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,89978,100000,10000,10000,0,2868,2881,13,0.2860277251421163,0.2873242245935973,0.0012964994514810257,
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,89978,100000,10042,10253,211,2879,2926,47,0.2871247631395233,0.2918121073102623,0.004687344170739016,1.4234920224923053
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,89978,100000,17996,20000,2004,4324,4635,311,0.43123566370798844,0.46225191981649544,0.031016256108507,
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,89978,100000,20000,20000,0,4625,4635,10,0.4612546125461255,0.46225191981649544,0.0009973072703699515,
17,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,89978,100000,19663,20198,535,4576,4668,92,0.45636780692131246,0.4655430338087165,0.00917522688740402,0.9369674487466702
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,49908,100000,2495,5000,2505,478,1382,904,0.047671287523686046,0.13782786476513414,0.0901565772414481,
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,49908,100000,5000,5000,0,793,1382,589,0.07908646654034109,0.13782786476513414,0.05874139822479306,
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,49908,100000,1171,5276,4105,251,1443,1192,0.025032412486287025,0.14391143911439114,0.11887902662810411,2.304379378715402
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,49908,100000,4991,10000,5009,792,2401,1609,0.07898673581330408,0.23945347561583724,0.16046673980253318,
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,49908,100000,10000,10000,0,1317,2401,1084,0.13134536750772913,0.23945347561583724,0.10810810810810811,
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,49908,100000,2551,10257,7706,487,2441,1954,0.048568864067019046,0.24344270469731724,0.1948738406302982,1.801552608072623
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,49908,100000,9982,20000,10018,1315,4021,2706,0.13114590605365514,0.4010172534157774,0.26987134736212226,
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,49908,100000,20000,20000,0,2136,4021,1885,0.21302483295103222,0.4010172534157774,0.18799242046474515,
17,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,49908,100000,5972,20187,14215,906,4048,3142,0.09035603869552208,0.4037099830457764,0.3133539443502543,1.1856893369121893
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,49898,100000,2495,5000,2505,720,1382,662,0.07180612346664007,0.13782786476513414,0.06602174129849407,
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,49898,100000,5000,5000,0,1241,1382,141,0.12376583225291712,0.13782786476513414,0.014062032512217021,
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,49898,100000,2650,5276,2626,755,1443,688,0.07529669891293507,0.14391143911439114,0.06861474020145607,2.304379378715402
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,49898,100000,4990,10000,5010,1239,2401,1162,0.12356637079884313,0.23945347561583724,0.11588710481699412,
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,49898,100000,10000,10000,0,2021,2401,380,0.2015557993417772,0.23945347561583724,0.037897676274060044,
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,49898,100000,5068,10257,5189,1258,2441,1183,0.12546125461254612,0.24344270469731724,0.11798145008477112,1.801552608072623
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,49898,100000,9980,20000,10020,2018,4021,2003,0.2012566071606662,0.4010172534157774,0.19976064625511117,
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,49898,100000,20000,20000,0,3200,4021,821,0.3191383265184003,0.4010172534157774,0.08187892689737708,
17,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,49898,100000,10005,20187,10182,2022,4048,2026,0.2016555300688142,0.4037099830457764,0.20205445297696217,1.1856893369121893
17,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,49850,100000,2492,5000,2508,793,1382,589,0.07908646654034109,0.13782786476513414,0.05874139822479306,
